觀測時間(hour),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),全天空日射量(MJ/㎡),TxSoil0cm,TxSoil5cm,TxSoil20cm,TxSoil50cm,TxSoil100cm,日照時數(hour),TxSoil10cm
2021-09-16,1008.1,1009.8,2021-09-16 08:21:00,1005.4,2021-09-16 15:12:00,28.4,36.3,2021-09-16 12:12:00,23.6,2021-09-16 23:14:00,84.0,47.0,2021-09-16 12:13:00,1.3,265.0,7.1,245.0,2021-09-16 22:52:00,7.0,,,,,,,,
2021-09-17,1009.0,1010.6,2021-09-17 22:49:00,1007.5,2021-09-17 15:00:00,28.3,33.8,2021-09-17 10:47:00,24.1,2021-09-17 05:54:00,86.0,60.0,2021-09-17 10:55:00,0.8,2.0,4.7,17.0,2021-09-17 15:00:00,0.0,,,,,,,,
2021-09-18,1010.6,1011.9,2021-09-18 09:52:00,1009.4,2021-09-18 17:29:00,29.0,34.0,2021-09-18 12:23:00,25.1,2021-09-18 05:51:00,83.0,56.0,2021-09-18 12:59:00,0.9,4.0,6.1,318.0,2021-09-18 14:42:00,0.0,,,,,,,,
2021-09-19,1010.6,1011.8,2021-09-19 21:46:00,1009.3,2021-09-19 14:44:00,28.9,34.4,2021-09-19 13:06:00,24.8,2021-09-19 03:32:00,85.0,59.0,2021-09-19 10:47:00,0.7,8.0,4.5,307.0,2021-09-19 12:39:00,0.0,,,,,,,,
2021-09-20,1009.8,1011.6,2021-09-20 08:53:00,1007.2,2021-09-20 15:57:00,28.6,34.8,2021-09-20 11:30:00,24.1,2021-09-20 04:59:00,83.0,51.0,2021-09-20 13:39:00,0.6,92.0,4.9,315.0,2021-09-20 13:44:00,0.0,,,,,,,,
2021-09-21,1008.8,1010.5,2021-09-22 00:00:00,1006.6,2021-09-21 16:20:00,28.4,33.9,2021-09-21 13:07:00,24.4,2021-09-21 04:31:00,84.0,57.0,2021-09-21 16:11:00,0.9,65.0,5.9,321.0,2021-09-21 14:07:00,0.0,,,,,,,,
2021-09-22,1010.6,1012.8,2021-09-22 22:05:00,1009.0,2021-09-22 15:17:00,28.8,34.3,2021-09-22 12:22:00,24.1,2021-09-22 05:20:00,80.0,58.0,2021-09-22 13:56:00,1.1,66.0,6.1,324.0,2021-09-22 13:30:00,0.0,,,,,,,,
2021-09-23,1012.9,1014.2,2021-09-23 23:15:00,1011.4,2021-09-23 15:57:00,28.4,34.9,2021-09-23 11:06:00,23.9,2021-09-23 06:05:00,83.0,53.0,2021-09-23 10:50:00,0.8,345.0,5.8,318.0,2021-09-23 13:49:00,0.0,,,,,,,,
2021-09-24,1012.4,1014.3,2021-09-24 09:37:00,1010.2,2021-09-24 17:55:00,28.6,34.2,2021-09-24 11:05:00,24.2,2021-09-24 04:15:00,83.0,58.0,2021-09-24 12:42:00,1.0,1.0,6.1,313.0,2021-09-24 11:50:00,0.0,,,,,,,,
2021-09-25,1010.7,1012.3,2021-09-25 10:05:00,1009.3,2021-09-25 16:44:00,28.8,34.5,2021-09-25 10:54:00,24.1,2021-09-25 05:58:00,81.0,55.0,2021-09-25 10:54:00,1.0,10.0,6.2,22.0,2021-09-25 12:51:00,0.0,,,,,,,,
2021-09-26,1009.8,1011.2,2021-09-26 00:08:00,1008.4,2021-09-26 14:59:00,28.1,33.7,2021-09-26 11:46:00,23.0,2021-09-26 05:30:00,83.0,60.0,2021-09-26 11:22:00,1.1,2.0,6.9,13.0,2021-09-26 16:53:00,0.0,,,,,,,,
2021-09-27,1008.5,1009.9,2021-09-27 09:24:00,1007.3,2021-09-27 14:47:00,28.1,33.9,2021-09-27 12:03:00,23.6,2021-09-27 03:46:00,83.0,57.0,2021-09-27 12:05:00,1.1,25.0,6.6,23.0,2021-09-27 14:41:00,0.0,,,,,,,,
2021-09-28,1007.1,1008.7,2021-09-29 00:00:00,1005.3,2021-09-28 15:30:00,28.2,34.0,2021-09-28 11:56:00,22.3,2021-09-28 06:00:00,79.0,55.0,2021-09-28 12:03:00,1.0,27.0,6.7,22.0,2021-09-28 15:34:00,0.0,,,,,,,,
2021-09-29,1006.0,1007.4,2021-09-29 00:01:00,1004.1,2021-09-29 14:37:00,27.7,35.5,2021-09-29 12:07:00,22.7,2021-09-29 04:50:00,82.0,49.0,2021-09-29 11:57:00,1.0,226.0,6.3,286.0,2021-09-29 12:26:00,0.0,,,,,,,,
2021-09-30,1007.0,1009.0,2021-09-30 21:51:00,1005.1,2021-09-30 15:01:00,28.0,34.2,2021-09-30 13:22:00,23.0,2021-09-30 02:20:00,83.0,53.0,2021-09-30 13:32:00,0.6,2.0,4.5,28.0,2021-09-30 10:23:00,0.0,,,,,,,,
2021-10-01,1008.5,1010.3,2021-10-01 22:06:00,1006.5,2021-10-01 15:23:00,28.0,34.0,2021-10-01 13:36:00,23.8,2021-10-01 05:53:00,84.0,56.0,2021-10-01 13:37:00,0.7,102.0,5.4,314.0,2021-10-01 15:49:00,0.0,,,,,,,,
2021-10-02,1010.3,1012.0,2021-10-02 09:55:00,1008.5,2021-10-02 15:01:00,27.8,33.9,2021-10-02 13:03:00,23.8,2021-10-02 04:25:00,85.0,57.0,2021-10-02 12:57:00,0.9,3.0,7.0,33.0,2021-10-02 15:34:00,0.0,,,,,,,,
2021-10-03,1011.1,1012.3,2021-10-03 09:59:00,1009.8,2021-10-03 16:00:00,28.1,34.6,2021-10-03 11:11:00,23.7,2021-10-03 06:06:00,83.0,51.0,2021-10-03 11:04:00,0.8,13.0,5.0,21.0,2021-10-03 14:25:00,0.0,,,,,,,,
2021-10-04,1011.1,1012.8,2021-10-04 10:05:00,1009.9,2021-10-04 03:41:00,28.0,35.1,2021-10-04 12:08:00,23.4,2021-10-04 05:11:00,81.0,44.0,2021-10-04 11:45:00,0.9,20.0,6.0,283.0,2021-10-04 13:01:00,0.0,,,,,,,,
2021-10-05,1009.1,1011.2,2021-10-05 00:03:00,1007.5,2021-10-05 15:44:00,27.6,34.0,2021-10-05 10:47:00,23.0,2021-10-05 06:10:00,80.0,47.0,2021-10-05 13:34:00,0.9,197.0,5.8,274.0,2021-10-05 13:24:00,0.0,,,,,,,,
2021-10-06,1006.9,1009.4,2021-10-06 00:01:00,1004.6,2021-10-06 18:01:00,27.5,34.0,2021-10-06 13:12:00,22.8,2021-10-06 05:53:00,82.0,48.0,2021-10-06 13:11:00,0.9,27.0,5.1,317.0,2021-10-06 11:12:00,0.0,,,,,,,,
2021-10-07,1006.6,1007.9,2021-10-07 10:25:00,1005.1,2021-10-07 15:25:00,28.0,33.8,2021-10-07 14:14:00,23.5,2021-10-07 05:45:00,83.0,51.0,2021-10-07 14:17:00,0.9,118.0,4.7,245.0,2021-10-07 11:09:00,0.0,,,,,,,,
2021-10-08,1007.2,1008.8,2021-10-08 21:23:00,1005.6,2021-10-08 14:35:00,28.8,35.0,2021-10-08 13:11:00,25.2,2021-10-08 05:58:00,83.0,45.0,2021-10-08 13:13:00,0.6,162.0,4.9,11.0,2021-10-08 15:21:00,0.0,,,,,,,,
2021-10-09,1007.4,1008.9,2021-10-09 10:25:00,1005.6,2021-10-09 15:35:00,28.0,34.9,2021-10-09 13:22:00,24.0,2021-10-09 06:27:00,86.0,56.0,2021-10-09 12:54:00,0.9,91.0,5.0,316.0,2021-10-09 14:14:00,0.0,,,,,,,,
2021-10-10,1005.4,1007.8,2021-10-11 00:00:00,1003.2,2021-10-10 15:36:00,28.3,33.5,2021-10-10 11:17:00,23.6,2021-10-10 06:01:00,82.0,59.0,2021-10-10 13:43:00,1.0,317.0,5.4,278.0,2021-10-10 15:15:00,0.0,,,,,,,,
2021-10-11,996.9,1003.5,2021-10-11 00:07:00,992.9,2021-10-11 23:41:00,29.0,34.0,2021-10-11 12:49:00,26.2,2021-10-11 00:13:00,73.0,57.0,2021-10-11 12:41:00,5.3,33.0,15.2,30.0,2021-10-11 18:17:00,0.0,,,,,,,,
2021-10-12,998.0,1003.3,2021-10-12 23:58:00,993.4,2021-10-12 00:07:00,27.3,32.7,2021-10-12 12:45:00,24.9,2021-10-12 22:21:00,89.0,67.0,2021-10-12 12:29:00,1.5,21.0,11.4,53.0,2021-10-12 00:01:00,2.0,,,,,,,,
2021-10-13,1006.5,1009.1,2021-10-13 21:18:00,1003.1,2021-10-13 00:59:00,26.3,30.6,2021-10-13 13:38:00,24.9,2021-10-13 09:20:00,93.0,67.0,2021-10-13 13:47:00,0.8,29.0,4.9,84.0,2021-10-13 09:01:00,2.5,,,,,,,,
2021-10-14,1008.7,1010.5,2021-10-14 09:35:00,1006.9,2021-10-14 03:04:00,25.8,28.5,2021-10-14 10:13:00,24.2,2021-10-14 04:59:00,97.0,84.0,2021-10-14 10:16:00,0.5,102.0,3.6,169.0,2021-10-14 10:18:00,2.5,,,,,,,,
2021-10-15,1008.4,1009.8,2021-10-15 23:56:00,1007.0,2021-10-15 14:17:00,27.2,32.9,2021-10-15 12:29:00,24.7,2021-10-15 21:30:00,90.0,59.0,2021-10-15 12:27:00,0.7,43.0,4.9,314.0,2021-10-15 15:38:00,0.0,,,,,,,,
2021-10-16,1011.3,1014.5,2021-10-16 23:51:00,1009.1,2021-10-16 02:11:00,27.6,34.7,2021-10-16 11:31:00,24.2,2021-10-16 05:50:00,82.0,52.0,2021-10-16 11:30:00,2.0,3.0,10.5,41.0,2021-10-16 22:22:00,0.0,,,,,,,,
2021-10-17,1014.7,1016.2,2021-10-17 08:55:00,1013.1,2021-10-17 15:41:00,24.0,28.4,2021-10-17 11:39:00,20.7,2021-10-17 23:00:00,68.0,55.0,2021-10-17 13:50:00,4.5,32.0,13.1,26.0,2021-10-17 13:08:00,0.0,,,,,,,,
2021-10-18,1015.5,1017.3,2021-10-18 21:58:00,1013.5,2021-10-18 15:18:00,24.1,30.3,2021-10-18 12:20:00,21.0,2021-10-18 00:03:00,71.0,52.0,2021-10-18 12:20:00,2.3,32.0,7.7,6.0,2021-10-18 15:49:00,0.0,,,,,,,,
2021-10-19,1016.1,1017.8,2021-10-19 07:53:00,1014.0,2021-10-19 15:47:00,24.5,29.9,2021-10-19 12:20:00,20.0,2021-10-19 01:31:00,75.0,52.0,2021-10-19 13:53:00,1.9,21.0,8.4,26.0,2021-10-19 17:03:00,0.0,,,,,,,,
2021-10-20,1014.7,1016.4,2021-10-21 00:00:00,1012.9,2021-10-20 16:06:00,24.8,30.5,2021-10-20 11:54:00,20.1,2021-10-20 05:30:00,81.0,54.0,2021-10-20 14:57:00,1.0,16.0,5.2,314.0,2021-10-20 12:57:00,0.0,,,,,,,,
2021-10-21,1013.2,1014.7,2021-10-21 23:37:00,1011.8,2021-10-21 15:17:00,24.3,29.5,2021-10-21 09:24:00,20.9,2021-10-21 23:50:00,82.0,66.0,2021-10-21 13:46:00,2.8,26.0,11.4,27.0,2021-10-21 20:18:00,0.0,,,,,,,,
2021-10-22,1015.5,1017.1,2021-10-22 09:54:00,1013.6,2021-10-22 01:56:00,21.7,24.7,2021-10-22 13:53:00,20.4,2021-10-22 23:51:00,79.0,70.0,2021-10-22 13:55:00,3.8,28.0,10.1,49.0,2021-10-22 12:59:00,0.0,,,,,,,,
2021-10-23,1015.9,1017.2,2021-10-23 08:51:00,1014.5,2021-10-23 15:03:00,23.6,29.8,2021-10-23 12:13:00,19.7,2021-10-23 02:40:00,78.0,57.0,2021-10-23 12:17:00,1.2,27.0,5.3,307.0,2021-10-23 12:07:00,0.0,,,,,,,,
2021-10-24,1015.4,1017.2,2021-10-24 09:32:00,1013.4,2021-10-24 15:22:00,22.9,26.7,2021-10-24 14:02:00,20.4,2021-10-24 05:41:00,82.0,69.0,2021-10-24 14:36:00,2.4,37.0,9.8,28.0,2021-10-24 18:20:00,0.0,,,,,,,,
2021-10-25,1013.6,1015.6,2021-10-25 00:57:00,1011.8,2021-10-25 14:50:00,23.7,28.8,2021-10-25 10:57:00,20.2,2021-10-25 23:59:00,78.0,59.0,2021-10-25 10:58:00,2.8,25.0,11.0,37.0,2021-10-25 14:43:00,0.0,,,,,,,,
2021-10-26,1013.5,1015.3,2021-10-26 22:25:00,1011.6,2021-10-26 15:37:00,24.9,31.8,2021-10-26 12:59:00,19.5,2021-10-26 02:41:00,79.0,53.0,2021-10-26 13:01:00,1.3,5.0,6.3,359.0,2021-10-26 19:40:00,0.0,,,,,,,,
2021-10-27,1014.9,1016.5,2021-10-27 09:41:00,1013.3,2021-10-27 14:51:00,24.4,29.6,2021-10-27 13:18:00,20.3,2021-10-27 04:23:00,77.0,58.0,2021-10-27 10:16:00,2.0,9.0,8.6,9.0,2021-10-27 15:49:00,0.0,,,,,,,,
2021-10-28,1015.9,1017.5,2021-10-28 08:45:00,1014.4,2021-10-28 15:39:00,23.7,30.1,2021-10-28 12:16:00,19.6,2021-10-28 04:31:00,73.0,52.0,2021-10-28 12:16:00,2.1,11.0,9.1,11.0,2021-10-28 13:10:00,0.0,,,,,,,,
2021-10-29,1016.5,1018.6,2021-10-29 08:58:00,1014.7,2021-10-29 15:49:00,23.1,29.4,2021-10-29 12:13:00,19.3,2021-10-29 01:30:00,70.0,52.0,2021-10-29 11:36:00,2.4,11.0,9.8,30.0,2021-10-29 16:03:00,0.0,,,,,,,,
2021-10-30,1017.1,1018.5,2021-10-30 09:27:00,1015.6,2021-10-30 15:29:00,23.4,29.1,2021-10-30 14:16:00,18.6,2021-10-30 03:30:00,75.0,54.0,2021-10-30 14:24:00,2.0,23.0,8.9,27.0,2021-10-30 11:44:00,0.0,,,,,,,,
2021-10-31,1016.9,1018.1,2021-10-31 08:24:00,1015.1,2021-10-31 15:10:00,23.7,29.5,2021-10-31 13:41:00,20.0,2021-10-31 05:45:00,78.0,55.0,2021-10-31 11:09:00,2.3,26.0,8.3,16.0,2021-10-31 16:07:00,0.0,,,,,,,,
2021-11-01,1016.7,1018.5,2021-11-01 09:28:00,1014.9,2021-11-01 14:52:00,23.9,29.7,2021-11-01 13:18:00,19.4,2021-11-01 03:53:00,80.0,59.0,2021-11-01 11:36:00,1.7,6.0,7.2,12.0,2021-11-01 15:17:00,0.0,,,,,,,,
2021-11-02,1016.1,1018.3,2021-11-02 08:31:00,1014.1,2021-11-02 16:07:00,23.5,29.6,2021-11-02 11:37:00,18.9,2021-11-02 06:10:00,77.0,58.0,2021-11-02 11:48:00,1.8,35.0,7.8,359.0,2021-11-02 17:31:00,0.0,,,,,,,,
2021-11-03,1014.7,1016.3,2021-11-03 08:59:00,1012.5,2021-11-03 14:57:00,23.7,29.4,2021-11-03 12:42:00,20.0,2021-11-03 03:09:00,84.0,60.0,2021-11-03 12:45:00,0.8,5.0,5.2,27.0,2021-11-03 13:40:00,0.0,,,,,,,,
2021-11-04,1013.8,1015.4,2021-11-04 09:14:00,1012.5,2021-11-04 15:34:00,24.2,30.5,2021-11-04 13:22:00,19.0,2021-11-04 06:01:00,86.0,56.0,2021-11-04 13:33:00,0.6,6.0,4.6,20.0,2021-11-04 14:46:00,0.0,,,,,,,,
2021-11-05,1011.4,1014.0,2021-11-05 08:23:00,1009.2,2021-11-05 16:17:00,24.8,31.9,2021-11-05 13:45:00,19.7,2021-11-05 03:50:00,85.0,49.0,2021-11-05 13:46:00,0.7,9.0,5.3,283.0,2021-11-05 14:41:00,0.0,,,,,,,,
2021-11-06,1009.2,1010.1,2021-11-06 09:02:00,1007.7,2021-11-06 14:05:00,25.3,31.5,2021-11-06 11:00:00,20.1,2021-11-06 06:00:00,85.0,55.0,2021-11-06 10:47:00,1.0,7.0,5.7,10.0,2021-11-06 14:14:00,0.0,,,,,,,,
2021-11-07,1010.7,1012.4,2021-11-07 22:19:00,1009.4,2021-11-07 14:57:00,24.9,31.1,2021-11-07 13:12:00,20.2,2021-11-07 03:40:00,82.0,54.0,2021-11-07 10:33:00,1.1,18.0,6.3,16.0,2021-11-07 14:51:00,0.0,,,,,,,,
2021-11-08,1013.5,1016.1,2021-11-08 22:44:00,1011.1,2021-11-08 03:17:00,21.9,27.3,2021-11-08 11:29:00,17.1,2021-11-08 20:21:00,81.0,60.0,2021-11-08 23:59:00,2.9,23.0,11.3,17.0,2021-11-08 16:04:00,0.0,,,,,,,,
2021-11-09,1016.3,1018.6,2021-11-09 08:59:00,1014.8,2021-11-09 14:14:00,19.1,24.5,2021-11-09 13:21:00,16.1,2021-11-09 22:44:00,63.0,49.0,2021-11-09 11:47:00,3.0,28.0,10.3,33.0,2021-11-09 03:15:00,0.0,,,,,,,,
2021-11-10,1016.5,1018.1,2021-11-10 09:10:00,1014.7,2021-11-10 14:07:00,18.7,24.4,2021-11-10 12:42:00,14.8,2021-11-10 21:50:00,57.0,40.0,2021-11-10 12:00:00,2.9,27.0,10.1,35.0,2021-11-10 08:49:00,0.0,,,,,,,,
2021-11-11,1015.8,1018.2,2021-11-11 08:48:00,1013.1,2021-11-11 14:00:00,19.2,27.0,2021-11-11 13:14:00,12.6,2021-11-11 05:05:00,61.0,37.0,2021-11-11 11:54:00,2.1,27.0,8.9,34.0,2021-11-11 16:09:00,0.0,,,,,,,,
2021-11-12,1016.5,1019.0,2021-11-12 08:44:00,1015.0,2021-11-12 17:27:00,20.4,27.0,2021-11-12 12:43:00,14.8,2021-11-12 00:05:00,73.0,42.0,2021-11-12 12:34:00,1.5,40.0,7.0,18.0,2021-11-12 10:55:00,0.0,,,,,,,,
2021-11-13,1016.5,1018.9,2021-11-13 07:32:00,1014.4,2021-11-13 14:54:00,19.5,24.4,2021-11-13 12:29:00,16.8,2021-11-13 07:30:00,83.0,63.0,2021-11-13 12:49:00,2.2,28.0,9.5,36.0,2021-11-13 16:15:00,5.0,,,,,,,,
2021-11-14,1015.6,1017.8,2021-11-14 08:39:00,1013.2,2021-11-14 15:40:00,20.0,25.0,2021-11-14 12:30:00,16.6,2021-11-14 23:58:00,75.0,56.0,2021-11-14 12:34:00,2.9,35.0,10.4,17.0,2021-11-14 08:31:00,0.0,,,,,,,,
2021-11-15,1014.8,1016.9,2021-11-15 09:24:00,1012.9,2021-11-15 15:38:00,21.0,28.6,2021-11-15 14:00:00,15.9,2021-11-15 05:41:00,81.0,51.0,2021-11-15 13:53:00,0.9,33.0,4.4,360.0,2021-11-15 16:19:00,0.0,,,,,,,,
2021-11-16,1015.3,1016.8,2021-11-16 19:49:00,1013.7,2021-11-16 14:40:00,22.1,29.1,2021-11-16 11:24:00,16.2,2021-11-16 03:10:00,85.0,51.0,2021-11-16 14:19:00,1.2,26.0,8.1,28.0,2021-11-16 16:01:00,0.0,,,,,,,,
2021-11-17,1014.6,1016.4,2021-11-17 09:04:00,1012.8,2021-11-17 14:12:00,22.9,28.8,2021-11-17 11:56:00,17.1,2021-11-17 04:50:00,85.0,55.0,2021-11-17 11:57:00,1.0,14.0,6.5,18.0,2021-11-17 17:39:00,0.0,,,,,,,,
2021-11-18,1012.0,1015.1,2021-11-18 08:51:00,1009.2,2021-11-18 15:52:00,22.2,27.5,2021-11-18 11:31:00,19.9,2021-11-18 23:31:00,85.0,58.0,2021-11-18 11:29:00,2.9,24.0,9.9,22.0,2021-11-18 16:20:00,0.5,,,,,,,,
2021-11-19,1010.0,1011.8,2021-11-19 08:25:00,1007.7,2021-11-19 15:56:00,22.5,26.3,2021-11-19 13:21:00,19.4,2021-11-19 23:41:00,86.0,73.0,2021-11-19 13:10:00,2.3,26.0,9.2,12.0,2021-11-19 14:52:00,0.0,,,,,,,,
2021-11-20,1011.2,1013.1,2021-11-20 21:51:00,1009.5,2021-11-20 14:36:00,22.5,28.1,2021-11-20 12:19:00,16.4,2021-11-20 03:55:00,85.0,63.0,2021-11-20 12:36:00,1.3,39.0,6.7,25.0,2021-11-20 16:42:00,0.0,,,,,,,,
2021-11-21,1012.4,1013.5,2021-11-21 09:13:00,1010.9,2021-11-21 16:04:00,22.7,28.2,2021-11-21 11:36:00,18.3,2021-11-21 06:10:00,88.0,64.0,2021-11-21 09:51:00,0.8,2.0,5.4,18.0,2021-11-21 11:45:00,0.0,,,,,,,,
2021-11-22,1013.9,,,,,20.0,,,,,82.0,,,3.4,29.0,,,,0.0,,,,,,,,
2021-11-23,1017.9,1019.8,2021-11-23 23:58:00,1015.8,2021-11-23 00:08:00,17.3,22.1,2021-11-23 11:27:00,15.5,2021-11-23 19:37:00,72.0,56.0,2021-11-23 11:47:00,3.8,26.0,10.8,32.0,2021-11-23 11:09:00,0.0,,,,,,,,
2021-11-24,1017.6,1019.8,2021-11-25 00:00:00,1015.6,2021-11-24 14:20:00,19.2,25.5,2021-11-24 13:17:00,15.0,2021-11-24 03:14:00,73.0,51.0,2021-11-24 11:02:00,1.9,32.0,6.6,20.0,2021-11-24 16:40:00,0.0,,,,,,,,
2021-11-25,1015.9,1017.6,2021-11-25 09:19:00,1014.3,2021-11-25 15:01:00,20.0,23.4,2021-11-25 11:41:00,15.6,2021-11-25 01:00:00,82.0,69.0,2021-11-25 13:50:00,2.0,26.0,8.7,19.0,2021-11-25 10:40:00,0.0,,,,,,,,
2021-11-28,1016.7,1018.9,2021-11-28 09:10:00,1015.2,2021-11-28 15:35:00,21.7,25.2,2021-11-28 14:19:00,18.5,2021-11-28 02:11:00,87.0,70.0,2021-11-28 10:53:00,0.7,10.0,4.4,340.0,2021-11-28 15:56:00,0.0,,,,,,,,
2021-11-29,1013.9,1015.6,2021-11-29 09:11:00,1011.9,2021-11-29 15:35:00,22.6,29.5,2021-11-29 12:05:00,18.9,2021-11-29 06:21:00,88.0,56.0,2021-11-29 11:51:00,0.7,354.0,6.3,316.0,2021-11-29 12:41:00,0.0,,,,,,,,
2021-11-30,1014.6,1016.2,2021-11-30 23:59:00,1012.3,2021-11-30 15:22:00,22.2,26.2,2021-11-30 13:43:00,18.2,2021-11-30 23:59:00,77.0,50.0,2021-11-30 15:25:00,3.9,26.0,13.7,21.0,2021-11-30 13:08:00,0.0,,,,,,,,
2021-12-01,1017.5,1019.2,2021-12-01 08:45:00,1015.4,2021-12-01 14:43:00,16.8,21.5,2021-12-01 12:30:00,14.0,2021-12-01 23:59:00,58.0,42.0,2021-12-01 10:29:00,4.8,27.0,13.1,18.0,2021-12-01 05:48:00,0.0,,,,,,,,
2021-12-02,1018.1,1020.0,2021-12-02 23:58:00,1015.6,2021-12-02 14:52:00,17.1,22.4,2021-12-02 13:02:00,13.5,2021-12-02 06:30:00,68.0,50.0,2021-12-02 11:22:00,3.3,26.0,11.0,24.0,2021-12-02 11:30:00,0.0,,,,,,,,
