﻿觀測時間(hour),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),全天空日射量(MJ/㎡),TxSoil0cm,TxSoil5cm,TxSoil20cm,TxSoil50cm,TxSoil100cm,日照時數(hour),TxSoil10cm
2018-08-13,997.9,999.9,2018-08-13 23:00:00,996.5,2018-08-13 03:23:00,27.9,35.8,2018-08-13 13:21:00,25.2,2018-08-13 23:13:00,86.0,55.0,2018-08-13 13:23:00,1.9,77.0,8.4,204.0,2018-08-13 14:37:00,17.0,,,,,,,,
2018-08-14,999.0,1000.8,2018-08-14 22:09:00,997.0,2018-08-14 14:09:00,27.2,34.6,2018-08-14 12:25:00,24.6,2018-08-15 00:00:00,88.0,58.0,2018-08-14 11:50:00,1.8,100.0,7.5,267.0,2018-08-14 14:03:00,44.5,,,,,,,,
2018-08-15,1000.9,1002.3,2018-08-15 23:04:00,999.5,2018-08-15 01:39:00,27.4,31.3,2018-08-15 11:28:00,24.6,2018-08-15 02:43:00,87.0,71.0,2018-08-15 14:10:00,2.2,192.0,7.9,186.0,2018-08-15 14:10:00,0.0,,,,,,,,
2018-08-16,1000.5,1002.0,2018-08-16 00:01:00,998.6,2018-08-16 16:36:00,28.6,34.3,2018-08-16 12:58:00,25.0,2018-08-16 03:31:00,83.0,58.0,2018-08-16 12:26:00,1.9,177.0,6.2,261.0,2018-08-16 15:15:00,2.0,,,,,,,,
2018-08-17,999.6,1001.5,2018-08-17 22:27:00,997.9,2018-08-17 15:44:00,28.7,33.1,2018-08-17 13:33:00,24.6,2018-08-17 05:59:00,81.0,64.0,2018-08-17 11:25:00,2.4,228.0,8.8,215.0,2018-08-17 14:27:00,0.0,,,,,,,,
2018-08-18,1001.6,1003.1,2018-08-18 22:32:00,1000.3,2018-08-18 15:24:00,27.0,32.2,2018-08-18 09:18:00,24.5,2018-08-18 12:09:00,91.0,68.0,2018-08-18 09:19:00,1.5,154.0,9.0,120.0,2018-08-18 11:27:00,80.5,,,,,,,,
2018-08-19,1003.0,1004.7,2018-08-19 21:52:00,1001.5,2018-08-19 14:24:00,27.5,32.6,2018-08-19 11:47:00,25.1,2018-08-19 02:50:00,88.0,66.0,2018-08-19 11:48:00,1.7,172.0,8.0,242.0,2018-08-19 14:28:00,2.5,,,,,,,,
2018-08-20,1002.2,1003.6,2018-08-20 00:01:00,1000.5,2018-08-20 14:50:00,27.6,33.1,2018-08-20 13:42:00,24.7,2018-08-20 05:42:00,87.0,64.0,2018-08-20 15:40:00,1.2,193.0,9.4,94.0,2018-08-20 16:30:00,3.5,,,,,,,,
2018-08-21,999.7,1001.5,2018-08-21 00:01:00,997.5,2018-08-21 15:27:00,27.8,33.7,2018-08-21 12:44:00,24.5,2018-08-21 04:21:00,86.0,62.0,2018-08-21 12:44:00,1.1,271.0,6.3,262.0,2018-08-21 15:55:00,2.0,,,,,,,,
2018-08-22,997.8,999.4,2018-08-22 08:20:00,996.1,2018-08-22 17:34:00,27.4,32.4,2018-08-22 12:49:00,25.4,2018-08-22 01:48:00,91.0,66.0,2018-08-22 11:57:00,1.3,42.0,5.8,25.0,2018-08-22 12:53:00,5.0,,,,,,,,
2018-08-23,994.3,996.6,2018-08-23 00:01:00,992.5,2018-08-23 17:37:00,26.7,31.7,2018-08-23 09:57:00,22.9,2018-08-23 21:57:00,93.0,75.0,2018-08-23 09:53:00,1.7,145.0,13.4,160.0,2018-08-23 21:54:00,68.5,,,,,,,,
2018-08-24,997.3,999.5,2018-08-24 22:23:00,994.1,2018-08-24 01:11:00,24.8,26.4,2018-08-24 11:33:00,23.4,2018-08-24 07:19:00,98.0,92.0,2018-08-24 09:33:00,3.0,204.0,14.0,250.0,2018-08-24 01:44:00,95.5,,,,,,,,
2018-08-25,997.7,999.0,2018-08-25 21:04:00,995.9,2018-08-25 16:29:00,26.7,30.9,2018-08-25 13:08:00,24.1,2018-08-25 06:47:00,91.0,75.0,2018-08-25 15:48:00,2.7,190.0,9.7,198.0,2018-08-25 10:13:00,17.0,,,,,,,,
2018-08-26,999.2,1001.6,2018-08-26 23:55:00,997.5,2018-08-26 02:43:00,27.4,31.8,2018-08-26 13:58:00,25.3,2018-08-26 19:36:00,86.0,69.0,2018-08-26 14:13:00,2.7,179.0,9.7,168.0,2018-08-26 09:18:00,2.5,,,,,,,,
2018-08-27,1003.0,1005.2,2018-08-27 22:55:00,1000.5,2018-08-27 04:12:00,26.2,30.4,2018-08-27 14:42:00,24.5,2018-08-27 06:32:00,88.0,74.0,2018-08-27 14:43:00,3.6,179.0,12.1,201.0,2018-08-27 12:38:00,3.0,,,,,,,,
2018-08-28,1005.6,1006.9,2018-08-28 21:02:00,1003.8,2018-08-28 03:40:00,24.1,25.7,2018-08-28 00:08:00,23.3,2018-08-28 06:28:00,93.0,85.0,2018-08-28 23:30:00,4.2,158.0,11.3,186.0,2018-08-28 17:37:00,20.5,,,,,,,,
2018-08-29,1006.4,1008.5,2018-08-29 23:59:00,1005.0,2018-08-29 04:46:00,24.6,26.9,2018-08-29 13:40:00,23.5,2018-08-29 06:02:00,91.0,83.0,2018-08-29 13:33:00,3.7,187.0,13.1,196.0,2018-08-29 11:29:00,10.5,,,,,,,,
2018-08-30,1009.1,1011.7,2018-08-30 23:56:00,1006.8,2018-08-30 04:46:00,25.7,29.9,2018-08-30 11:02:00,23.8,2018-08-30 04:41:00,85.0,68.0,2018-08-30 11:25:00,2.6,181.0,9.8,190.0,2018-08-30 11:24:00,0.5,,,,,,,,
2018-08-31,1011.1,1012.3,2018-08-31 09:56:00,1010.1,2018-08-31 15:28:00,26.1,29.9,2018-08-31 11:23:00,23.3,2018-08-31 06:00:00,89.0,69.0,2018-08-31 11:13:00,0.7,42.0,3.0,230.0,2018-08-31 12:01:00,1.5,,,,,,,,
2018-09-01,1009.5,1011.7,2018-09-01 00:03:00,1007.2,2018-09-01 16:00:00,28.0,33.6,2018-09-01 13:14:00,24.9,2018-09-01 05:37:00,84.0,61.0,2018-09-01 13:05:00,0.9,94.0,4.9,261.0,2018-09-01 14:06:00,0.0,,,,,,,,
2018-09-02,1006.8,1009.2,2018-09-02 00:12:00,1004.6,2018-09-02 15:11:00,27.8,33.0,2018-09-02 12:15:00,23.7,2018-09-02 05:47:00,84.0,59.0,2018-09-02 12:28:00,1.1,138.0,6.8,248.0,2018-09-02 14:03:00,0.0,,,,,,,,
2018-09-03,1005.3,1006.7,2018-09-03 09:04:00,1003.4,2018-09-03 16:22:00,27.8,32.7,2018-09-03 12:45:00,24.1,2018-09-03 05:37:00,83.0,58.0,2018-09-03 13:04:00,1.7,207.0,6.0,263.0,2018-09-03 13:31:00,0.0,,,,,,,,
2018-09-04,1004.1,1005.3,2018-09-04 09:20:00,1001.7,2018-09-04 15:05:00,28.5,33.5,2018-09-04 12:16:00,24.9,2018-09-04 05:09:00,83.0,61.0,2018-09-04 12:16:00,2.2,210.0,7.9,242.0,2018-09-04 13:31:00,0.0,,,,,,,,
2018-09-05,1004.6,1006.1,2018-09-05 21:44:00,1002.7,2018-09-05 14:43:00,28.6,33.3,2018-09-05 12:48:00,26.0,2018-09-05 05:23:00,86.0,63.0,2018-09-05 14:16:00,0.9,13.0,5.6,255.0,2018-09-05 13:09:00,0.0,,,,,,,,
2018-09-06,1004.9,1006.3,2018-09-06 23:32:00,1003.3,2018-09-06 15:49:00,28.3,33.3,2018-09-06 14:06:00,25.7,2018-09-06 20:45:00,85.0,60.0,2018-09-06 13:14:00,0.6,12.0,5.0,115.0,2018-09-06 16:56:00,0.0,,,,,,,,
2018-09-07,1005.6,1007.7,2018-09-07 21:57:00,1003.3,2018-09-07 15:00:00,28.3,32.8,2018-09-07 10:23:00,24.4,2018-09-07 23:09:00,83.0,60.0,2018-09-07 15:27:00,1.3,103.0,7.1,114.0,2018-09-07 20:21:00,4.0,,,,,,,,
2018-09-08,1006.9,1008.4,2018-09-08 22:03:00,1005.5,2018-09-08 16:15:00,27.4,32.0,2018-09-08 10:35:00,24.5,2018-09-08 00:11:00,86.0,68.0,2018-09-08 12:16:00,1.3,20.0,5.8,19.0,2018-09-08 14:42:00,0.0,,,,,,,,
2018-09-09,1007.8,1009.7,2018-09-09 22:13:00,1006.1,2018-09-09 16:16:00,26.3,29.9,2018-09-09 11:33:00,23.9,2018-09-10 00:00:00,81.0,69.0,2018-09-09 12:10:00,3.9,16.0,13.2,15.0,2018-09-09 12:21:00,0.0,,,,,,,,
2018-09-10,1007.1,1009.2,2018-09-10 00:03:00,1005.2,2018-09-10 15:25:00,26.6,31.1,2018-09-10 15:23:00,23.1,2018-09-10 05:35:00,78.0,65.0,2018-09-10 09:01:00,3.8,16.0,11.4,16.0,2018-09-10 16:28:00,0.0,,,,,,,,
2018-09-11,1007.0,1009.0,2018-09-11 21:49:00,1004.6,2018-09-11 02:48:00,27.6,32.1,2018-09-11 14:46:00,24.0,2018-09-11 03:56:00,86.0,70.0,2018-09-11 10:53:00,0.9,1.0,4.3,252.0,2018-09-11 12:06:00,0.0,,,,,,,,
2018-09-12,1008.2,1009.3,2018-09-12 21:53:00,1006.5,2018-09-12 16:34:00,28.0,31.9,2018-09-12 14:34:00,25.7,2018-09-12 02:13:00,87.0,70.0,2018-09-12 15:04:00,1.2,348.0,6.9,337.0,2018-09-12 13:01:00,0.0,,,,,,,,
2018-09-13,1007.8,1009.2,2018-09-13 10:27:00,1006.6,2018-09-13 17:52:00,28.3,32.5,2018-09-13 11:19:00,25.1,2018-09-13 04:59:00,87.0,67.0,2018-09-13 14:22:00,0.7,6.0,4.3,26.0,2018-09-13 17:13:00,0.0,,,,,,,,
2018-09-14,1005.4,1008.0,2018-09-14 08:33:00,1003.0,2018-09-14 23:43:00,28.4,32.6,2018-09-14 13:15:00,25.4,2018-09-14 23:57:00,85.0,63.0,2018-09-14 10:53:00,1.0,326.0,5.8,3.0,2018-09-14 13:25:00,0.0,,,,,,,,
2018-09-15,999.5,1003.1,2018-09-15 00:01:00,997.1,2018-09-15 16:25:00,26.4,29.1,2018-09-15 13:33:00,24.6,2018-09-15 01:23:00,90.0,80.0,2018-09-15 13:35:00,0.7,5.0,3.5,4.0,2018-09-15 05:59:00,0.0,,,,,,,,
2018-09-16,1005.3,1010.4,2018-09-16 23:44:00,999.3,2018-09-16 00:05:00,27.9,32.5,2018-09-16 10:59:00,24.6,2018-09-16 05:25:00,86.0,68.0,2018-09-16 11:16:00,0.8,9.0,5.4,50.0,2018-09-16 11:42:00,0.0,,,,,,,,
2018-09-17,1011.5,1014.7,2018-09-17 23:47:00,1009.6,2018-09-17 03:59:00,28.4,34.0,2018-09-17 11:58:00,25.1,2018-09-17 05:52:00,84.0,60.0,2018-09-17 12:54:00,0.6,347.0,4.4,306.0,2018-09-17 14:41:00,0.0,,,,,,,,
2018-09-18,1012.6,1014.6,2018-09-18 00:11:00,1010.5,2018-09-18 17:07:00,28.1,32.3,2018-09-18 12:41:00,25.4,2018-09-18 23:36:00,87.0,68.0,2018-09-18 12:22:00,1.2,351.0,6.8,18.0,2018-09-18 11:16:00,0.0,,,,,,,,
2018-09-19,1010.7,1012.2,2018-09-19 00:16:00,1009.1,2018-09-19 15:58:00,27.8,33.1,2018-09-19 11:39:00,24.6,2018-09-19 04:47:00,87.0,62.0,2018-09-19 11:39:00,1.0,112.0,5.5,272.0,2018-09-19 13:23:00,0.0,,,,,,,,
2018-09-20,1009.6,1010.8,2018-09-20 09:05:00,1008.1,2018-09-20 16:00:00,28.0,32.5,2018-09-20 11:56:00,24.8,2018-09-20 23:08:00,84.0,59.0,2018-09-20 13:11:00,0.9,199.0,5.6,249.0,2018-09-20 11:18:00,0.0,,,,,,,,
2018-09-21,1010.8,1013.0,2018-09-21 22:12:00,1008.9,2018-09-21 15:26:00,28.0,33.7,2018-09-21 12:52:00,24.1,2018-09-21 04:59:00,80.0,51.0,2018-09-21 11:56:00,0.7,114.0,5.5,279.0,2018-09-21 14:44:00,0.0,,,,,,,,
2018-09-22,1012.6,1013.8,2018-09-22 22:28:00,1011.2,2018-09-22 15:47:00,28.0,32.6,2018-09-22 10:08:00,23.7,2018-09-22 06:01:00,80.0,57.0,2018-09-22 10:20:00,1.0,358.0,6.2,12.0,2018-09-22 13:35:00,0.0,,,,,,,,
2018-09-23,1011.5,1013.5,2018-09-23 00:05:00,1009.2,2018-09-23 15:39:00,28.2,32.8,2018-09-23 10:24:00,25.3,2018-09-23 01:22:00,86.0,64.0,2018-09-23 10:26:00,1.2,343.0,5.8,22.0,2018-09-23 16:00:00,0.0,,,,,,,,
2018-09-24,1007.4,1010.6,2018-09-24 00:01:00,1005.3,2018-09-24 16:09:00,27.6,31.8,2018-09-24 10:55:00,24.9,2018-09-24 05:33:00,77.0,60.0,2018-09-24 10:28:00,3.7,14.0,11.8,351.0,2018-09-24 15:06:00,0.0,,,,,,,,
2018-09-25,1005.2,1006.6,2018-09-25 00:16:00,1003.1,2018-09-25 16:08:00,27.4,32.6,2018-09-25 13:01:00,23.9,2018-09-25 05:18:00,75.0,57.0,2018-09-25 11:08:00,2.9,19.0,12.2,27.0,2018-09-25 14:49:00,0.0,,,,,,,,
2018-09-26,1005.4,1006.8,2018-09-26 09:18:00,1003.7,2018-09-26 14:50:00,26.1,29.6,2018-09-26 11:13:00,23.6,2018-09-26 05:36:00,76.0,64.0,2018-09-26 10:29:00,5.2,17.0,14.6,19.0,2018-09-26 16:47:00,0.0,,,,,,,,
2018-09-27,1005.5,1007.0,2018-09-27 08:05:00,1003.8,2018-09-27 15:33:00,26.4,30.6,2018-09-27 13:05:00,23.7,2018-09-27 03:13:00,75.0,62.0,2018-09-27 14:56:00,5.4,15.0,13.9,16.0,2018-09-27 15:40:00,0.0,,,,,,,,
2018-09-28,1005.0,1006.5,2018-09-28 00:02:00,1003.1,2018-09-28 15:33:00,26.0,29.4,2018-09-28 13:26:00,24.2,2018-09-28 06:07:00,77.0,60.0,2018-09-28 23:52:00,5.9,16.0,15.2,29.0,2018-09-28 15:28:00,0.0,,,,,,,,
2018-09-29,1004.4,1006.6,2018-09-29 21:49:00,1002.5,2018-09-29 14:19:00,24.9,28.8,2018-09-29 12:58:00,19.8,2018-09-30 00:00:00,66.0,53.0,2018-09-29 18:40:00,4.4,18.0,15.1,15.0,2018-09-29 08:41:00,0.0,,,,,,,,
2018-09-30,1008.0,1010.6,2018-09-30 22:44:00,1005.7,2018-09-30 03:19:00,25.0,30.0,2018-09-30 13:24:00,19.7,2018-09-30 00:06:00,65.0,53.0,2018-09-30 13:24:00,2.9,17.0,10.1,29.0,2018-09-30 08:17:00,0.0,,,,,,,,
2018-10-01,1011.0,1012.6,2018-10-01 21:43:00,1009.5,2018-10-01 14:30:00,24.6,31.4,2018-10-01 11:39:00,19.4,2018-10-01 06:12:00,72.0,49.0,2018-10-01 14:00:00,1.3,15.0,8.7,23.0,2018-10-01 15:08:00,0.0,,,,,,,,
2018-10-02,1012.2,1014.1,2018-10-02 10:07:00,1010.7,2018-10-02 15:12:00,23.8,29.8,2018-10-02 11:18:00,19.1,2018-10-02 03:42:00,68.0,48.0,2018-10-02 11:47:00,2.9,19.0,11.4,10.0,2018-10-02 17:36:00,0.0,,,,,,,,
2018-10-03,1011.4,1013.5,2018-10-03 09:20:00,1009.3,2018-10-03 14:53:00,24.2,30.1,2018-10-03 11:23:00,19.6,2018-10-03 05:54:00,65.0,41.0,2018-10-03 11:15:00,3.8,13.0,13.3,15.0,2018-10-03 15:05:00,0.0,,,,,,,,
2018-10-04,1009.0,1011.6,2018-10-04 08:24:00,1007.3,2018-10-04 23:35:00,23.4,27.2,2018-10-04 10:54:00,21.5,2018-10-04 05:25:00,71.0,59.0,2018-10-04 10:11:00,5.4,15.0,14.9,18.0,2018-10-04 12:15:00,0.0,,,,,,,,
2018-10-05,1008.4,1010.9,2018-10-05 21:44:00,1006.6,2018-10-05 03:41:00,23.9,29.0,2018-10-05 13:54:00,19.3,2018-10-05 04:33:00,72.0,52.0,2018-10-05 14:51:00,1.7,16.0,9.3,21.0,2018-10-05 01:03:00,0.0,,,,,,,,
2018-10-06,1011.5,1012.9,2018-10-06 22:00:00,1010.2,2018-10-06 01:42:00,25.2,30.9,2018-10-06 12:20:00,20.0,2018-10-06 00:05:00,79.0,57.0,2018-10-06 11:25:00,1.0,3.0,6.2,360.0,2018-10-06 15:36:00,0.0,,,,,,,,
2018-10-07,1012.3,1014.2,2018-10-07 09:40:00,1010.5,2018-10-07 14:47:00,25.0,29.8,2018-10-07 12:40:00,22.0,2018-10-07 05:58:00,78.0,61.0,2018-10-07 12:55:00,2.2,12.0,8.1,4.0,2018-10-07 15:22:00,0.0,,,,,,,,
2018-10-08,1011.8,1013.5,2018-10-08 09:02:00,1009.9,2018-10-08 15:27:00,25.0,31.3,2018-10-08 11:11:00,20.4,2018-10-08 05:25:00,83.0,59.0,2018-10-08 11:03:00,1.6,9.0,7.9,13.0,2018-10-08 15:42:00,0.0,,,,,,,,
2018-10-09,1011.3,1012.5,2018-10-09 08:41:00,1009.1,2018-10-09 15:06:00,25.4,30.7,2018-10-09 12:14:00,21.1,2018-10-09 01:50:00,84.0,63.0,2018-10-09 12:13:00,1.1,3.0,6.1,16.0,2018-10-09 14:03:00,0.0,,,,,,,,
2018-10-10,1011.9,1013.7,2018-10-10 23:36:00,1009.7,2018-10-10 15:26:00,25.6,30.0,2018-10-10 12:06:00,22.7,2018-10-10 05:06:00,81.0,59.0,2018-10-10 12:57:00,1.8,355.0,7.9,13.0,2018-10-10 17:49:00,0.0,,,,,,,,
2018-10-11,1014.0,1015.7,2018-10-11 21:58:00,1012.4,2018-10-11 14:03:00,23.3,27.1,2018-10-11 12:00:00,20.6,2018-10-11 23:56:00,77.0,64.0,2018-10-11 12:02:00,4.3,15.0,11.6,13.0,2018-10-11 18:13:00,0.0,,,,,,,,
2018-10-12,1015.7,1017.2,2018-10-12 10:19:00,1014.4,2018-10-12 14:42:00,21.7,26.3,2018-10-12 12:44:00,19.7,2018-10-12 23:49:00,81.0,68.0,2018-10-12 12:46:00,2.6,17.0,8.1,4.0,2018-10-12 11:17:00,0.0,,,,,,,,
2018-10-13,1014.9,1016.7,2018-10-13 09:31:00,1013.2,2018-10-13 14:49:00,23.3,29.7,2018-10-13 12:43:00,19.1,2018-10-13 03:33:00,82.0,57.0,2018-10-13 12:45:00,1.3,14.0,6.0,13.0,2018-10-13 16:01:00,0.0,,,,,,,,
2018-10-14,1013.2,1014.9,2018-10-14 09:07:00,1012.0,2018-10-14 14:57:00,25.2,31.6,2018-10-14 11:33:00,20.1,2018-10-14 05:32:00,82.0,52.0,2018-10-14 11:26:00,1.0,358.0,4.4,325.0,2018-10-14 13:51:00,0.0,,,,,,,,
2018-10-15,1012.4,1013.9,2018-10-15 08:52:00,1010.6,2018-10-15 14:48:00,24.9,30.3,2018-10-15 11:45:00,22.3,2018-10-15 06:01:00,85.0,65.0,2018-10-15 11:46:00,1.8,4.0,7.9,55.0,2018-10-15 09:31:00,0.0,,,,,,,,
2018-10-16,1011.2,1012.8,2018-10-16 00:07:00,1009.2,2018-10-16 14:40:00,25.1,29.8,2018-10-16 12:21:00,22.5,2018-10-16 06:36:00,85.0,69.0,2018-10-16 12:21:00,1.4,2.0,7.6,2.0,2018-10-16 14:29:00,0.0,,,,,,,,
2018-10-17,1010.5,1012.1,2018-10-17 21:56:00,1008.9,2018-10-17 13:38:00,23.1,27.5,2018-10-17 12:16:00,21.1,2018-10-17 22:52:00,82.0,66.0,2018-10-17 12:16:00,3.0,16.0,10.0,20.0,2018-10-17 15:12:00,0.0,,,,,,,,
2018-10-18,1012.3,1013.9,2018-10-18 23:29:00,1013.6,2018-10-18 22:35:00,23.7,21.8,2018-10-18 22:03:00,21.1,2018-10-18 22:50:00,76.0,75.0,2018-10-18 22:25:00,2.3,4.0,3.0,24.0,2018-10-18 22:28:00,0.0,,,,,,,,
2018-10-19,1015.3,1017.3,2018-10-19 22:16:00,1013.2,2018-10-19 03:27:00,23.2,30.2,2018-10-19 11:26:00,19.4,2018-10-19 23:55:00,78.0,61.0,2018-10-19 11:13:00,1.7,11.0,8.1,25.0,2018-10-19 15:04:00,0.5,,,,,,,,
2018-10-20,1016.8,1019.2,2018-10-20 09:33:00,1014.8,2018-10-20 14:48:00,22.8,29.2,2018-10-20 11:46:00,18.7,2018-10-20 04:21:00,78.0,58.0,2018-10-20 11:46:00,1.7,14.0,6.5,43.0,2018-10-20 09:57:00,0.0,,,,,,,,
2018-10-21,1015.5,1017.6,2018-10-21 09:53:00,1013.7,2018-10-21 14:47:00,23.0,30.3,2018-10-21 13:26:00,18.1,2018-10-21 05:49:00,79.0,54.0,2018-10-21 13:24:00,1.1,8.0,6.7,17.0,2018-10-21 16:38:00,0.0,,,,,,,,
2018-10-22,1014.3,1016.1,2018-10-22 09:23:00,1011.9,2018-10-22 15:20:00,23.6,29.5,2018-10-22 12:08:00,18.9,2018-10-22 02:50:00,84.0,60.0,2018-10-22 10:05:00,0.7,359.0,5.6,5.0,2018-10-22 16:52:00,0.0,,,,,,,,
2018-10-23,1014.8,1016.3,2018-10-23 09:29:00,1013.4,2018-10-23 14:28:00,24.2,29.5,2018-10-23 12:12:00,20.6,2018-10-23 00:01:00,83.0,62.0,2018-10-23 12:00:00,2.0,7.0,7.6,2.0,2018-10-23 12:41:00,0.0,,,,,,,,
2018-10-24,1014.8,1016.4,2018-10-24 09:22:00,1013.3,2018-10-24 14:39:00,23.7,30.1,2018-10-24 11:04:00,19.8,2018-10-24 05:25:00,82.0,56.0,2018-10-24 11:10:00,1.7,8.0,6.6,14.0,2018-10-24 15:02:00,0.0,,,,,,,,
2018-10-25,1014.9,1016.9,2018-10-25 09:23:00,1013.6,2018-10-25 15:41:00,23.9,30.4,2018-10-25 12:56:00,19.3,2018-10-25 04:54:00,83.0,60.0,2018-10-25 12:41:00,0.8,353.0,5.0,322.0,2018-10-25 13:11:00,0.0,,,,,,,,
2018-10-26,1014.4,1016.3,2018-10-26 09:38:00,1012.3,2018-10-26 15:07:00,24.1,30.1,2018-10-26 12:57:00,19.4,2018-10-26 03:12:00,83.0,52.0,2018-10-26 14:58:00,1.0,24.0,6.4,8.0,2018-10-26 16:46:00,0.0,,,,,,,,
2018-10-27,1015.0,1016.5,2018-10-27 09:27:00,1013.7,2018-10-27 03:31:00,22.7,27.3,2018-10-27 11:44:00,17.4,2018-10-28 00:00:00,63.0,49.0,2018-10-27 13:42:00,4.3,14.0,14.1,19.0,2018-10-27 15:11:00,0.0,,,,,,,,
2018-10-28,1013.8,1016.3,2018-10-28 08:41:00,1011.7,2018-10-28 15:20:00,20.7,26.5,2018-10-28 12:15:00,15.9,2018-10-28 23:42:00,53.0,37.0,2018-10-28 10:10:00,3.6,17.0,10.7,9.0,2018-10-28 15:00:00,0.0,,,,,,,,
2018-10-29,1011.3,1012.9,2018-10-29 00:04:00,1009.1,2018-10-29 14:07:00,20.1,28.2,2018-10-29 12:25:00,12.0,2018-10-29 06:08:00,56.0,32.0,2018-10-29 09:36:00,2.5,11.0,10.5,30.0,2018-10-29 14:54:00,0.0,,,,,,,,
