日期,氣溫(℃),最高氣溫(℃),最低氣溫(℃),日照時數(hour),降水量(mm),降水時數(hour),相對溼度(%),最大陣風(m/s),氣溫(℃)_rollmean_3d,氣溫(℃)_rollmax_3d,氣溫(℃)_rollmin_3d,氣溫(℃)_rollmean_7d,氣溫(℃)_rollmax_7d,氣溫(℃)_rollmin_7d,氣溫(℃)_rollmean_30d,氣溫(℃)_rollmax_30d,氣溫(℃)_rollmin_30d,最高氣溫(℃)_rollmean_3d,最高氣溫(℃)_rollmax_3d,最高氣溫(℃)_rollmin_3d,最高氣溫(℃)_rollmean_7d,最高氣溫(℃)_rollmax_7d,最高氣溫(℃)_rollmin_7d,最高氣溫(℃)_rollmean_30d,最高氣溫(℃)_rollmax_30d,最高氣溫(℃)_rollmin_30d,最低氣溫(℃)_rollmean_3d,最低氣溫(℃)_rollmax_3d,最低氣溫(℃)_rollmin_3d,最低氣溫(℃)_rollmean_7d,最低氣溫(℃)_rollmax_7d,最低氣溫(℃)_rollmin_7d,最低氣溫(℃)_rollmean_30d,最低氣溫(℃)_rollmax_30d,最低氣溫(℃)_rollmin_30d,日照時數(hour)_rollmean_3d,日照時數(hour)_rollmax_3d,日照時數(hour)_rollmin_3d,日照時數(hour)_rollmean_7d,日照時數(hour)_rollmax_7d,日照時數(hour)_rollmin_7d,日照時數(hour)_rollmean_30d,日照時數(hour)_rollmax_30d,日照時數(hour)_rollmin_30d,相對溼度(%)_rollmean_3d,相對溼度(%)_rollmax_3d,相對溼度(%)_rollmin_3d,相對溼度(%)_rollmean_7d,相對溼度(%)_rollmax_7d,相對溼度(%)_rollmin_7d,相對溼度(%)_rollmean_30d,相對溼度(%)_rollmax_30d,相對溼度(%)_rollmin_30d,最大陣風(m/s)_rollmean_3d,最大陣風(m/s)_rollmax_3d,最大陣風(m/s)_rollmin_3d,最大陣風(m/s)_rollmean_7d,最大陣風(m/s)_rollmax_7d,最大陣風(m/s)_rollmin_7d,最大陣風(m/s)_rollmean_30d,最大陣風(m/s)_rollmax_30d,最大陣風(m/s)_rollmin_30d,降水量(mm)_rollsum_3d,降水量(mm)_rollsum_7d,降水量(mm)_rollsum_30d,降水時數(hour)_rollsum_3d,降水時數(hour)_rollsum_7d,降水時數(hour)_rollsum_30d,daily_temp_range,is_cold_wave,is_strong_cold,is_frost_risk,is_strong_wind,is_heavy_rain,consecutive_rainy_days,month,month_sin,month_cos,is_winter
111/09/11,23.65,27.15,21.05,,43.5,,92.0,7.300000000000001,24.599999999999998,25.55,23.65,25.86428571428571,28.35,23.65,,,,29.900000000000002,31.8,27.15,30.864285714285717,32.95,27.15,,,,20.666666666666668,21.05,20.4,22.428571428571427,25.700000000000003,20.4,,,,,,,,,,,,,80.0,92.0,71.0,80.57142857142857,92.0,71.0,,,,6.883333333333333,7.300000000000001,6.1,6.5928571428571425,9.6,4.35,,,,43.5,58.75,,,,,6.099999999999998,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
111/09/12,24.35,26.25,22.75,,61.5,,96.5,9.2,24.200000000000003,24.6,23.65,25.29285714285714,26.6,23.65,,,,28.05,30.75,26.25,29.907142857142862,32.3,26.25,,,,21.400000000000002,22.75,20.4,22.00714285714286,23.950000000000003,20.4,,,,,,,,,,,,,88.5,96.5,77.0,83.14285714285714,96.5,71.0,,,,7.533333333333332,9.2,6.1,6.535714285714286,9.2,4.35,,,,105.0,120.25,,,,,3.5,0,0,0,0,1,2,9,-1.0,-1.8369701987210297e-16,0
111/09/13,24.9,28.85,22.75,,29.25,,90.5,7.0,24.299999999999997,24.9,23.65,25.05,26.15,23.65,,,,27.416666666666668,28.85,26.25,29.75714285714286,32.3,26.25,,,,22.183333333333334,22.75,21.05,21.83571428571429,23.65,20.4,,,,,,,,,,,,,93.0,96.5,90.5,83.57142857142857,96.5,71.0,,,,7.833333333333333,9.2,7.0,6.9142857142857155,9.2,4.45,,,,134.25,134.75,,,,,6.100000000000001,0,0,0,0,0,3,9,-1.0,-1.8369701987210297e-16,0
111/09/14,26.35,31.4,22.8,,0.0,,78.5,7.3,25.200000000000003,26.35,24.35,25.078571428571426,26.35,23.65,,,,28.833333333333332,31.4,26.25,29.785714285714285,32.3,26.25,,,,22.766666666666666,22.8,22.75,21.714285714285715,22.8,20.4,,,,,,,,,,,,,88.5,96.5,78.5,82.5,96.5,71.0,,,,7.833333333333333,9.2,7.0,7.321428571428571,9.2,6.1,,,,90.75,134.25,,,,,8.599999999999998,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/15,26.700000000000003,32.6,22.15,,0.0,,79.5,4.25,25.983333333333334,26.700000000000003,24.9,25.157142857142855,26.700000000000003,23.65,,,,30.95,32.6,28.85,29.82857142857143,32.6,26.25,,,,22.566666666666666,22.8,22.15,21.778571428571432,22.8,20.4,,,,,,,,,,,,,82.83333333333333,90.5,78.5,83.57142857142857,96.5,71.0,,,,6.183333333333334,7.3,4.25,6.914285714285714,9.2,4.25,,,,29.25,134.25,,,,,10.450000000000003,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/16,25.75,31.85,22.0,,6.25,,83.0,4.1,26.26666666666667,26.700000000000003,25.75,25.185714285714287,26.700000000000003,23.65,,,,31.95,32.6,31.4,29.835714285714285,32.6,26.25,,,,22.316666666666666,22.8,22.0,21.985714285714288,22.8,20.4,,,,,,,,,,,,,80.33333333333333,83.0,78.5,85.28571428571429,96.5,77.0,,,,5.216666666666666,7.3,4.1,6.464285714285714,9.2,4.1,,,,6.25,140.5,,,,,9.850000000000001,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
111/09/17,25.35,31.6,20.3,,0.0,,80.0,4.4,25.933333333333334,26.700000000000003,25.35,25.292857142857144,26.700000000000003,23.65,,,,32.016666666666666,32.6,31.6,29.957142857142856,32.6,26.25,,,,21.483333333333334,22.15,20.3,21.97142857142857,22.8,20.3,,,,,,,,,,,,,80.83333333333333,83.0,79.5,85.71428571428571,96.5,78.5,,,,4.25,4.4,4.1,6.221428571428572,9.2,4.1,,,,6.25,140.5,,,,,11.3,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/18,25.85,32.4,21.35,,0.0,,78.5,3.9,25.650000000000002,25.85,25.35,25.607142857142858,26.700000000000003,24.35,,,,31.95,32.4,31.6,30.707142857142856,32.6,26.25,,,,21.216666666666665,22.0,20.3,22.014285714285712,22.8,20.3,,,,,,,,,,,,,80.5,83.0,78.5,83.78571428571429,96.5,78.5,,,,4.133333333333333,4.4,3.9,5.735714285714286,9.2,3.9,,,,6.25,97.0,,,,,11.049999999999997,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/19,26.2,32.05,20.85,,0.125,,75.0,5.35,25.8,26.2,25.35,25.871428571428574,26.700000000000003,24.9,,,,32.016666666666666,32.4,31.6,31.535714285714285,32.6,28.85,,,,20.833333333333336,21.35,20.3,21.742857142857144,22.8,20.3,,,,,,,,,,,,,77.83333333333333,80.0,75.0,80.71428571428571,90.5,75.0,,,,4.55,5.35,3.9,5.185714285714285,7.3,3.9,,,,0.125,35.625,,,,,11.199999999999996,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
111/09/20,24.83333333333333,30.1,19.7,,0.0,,68.0,7.666666666666667,25.627777777777776,26.2,24.83333333333333,25.86190476190476,26.700000000000003,24.83333333333333,,,,31.516666666666662,32.4,30.1,31.714285714285715,32.6,30.1,,,,20.633333333333336,21.35,19.7,21.307142857142853,22.8,19.7,,,,,,,,,,,,,73.83333333333333,78.5,68.0,77.5,83.0,68.0,,,,5.638888888888889,7.666666666666667,3.9,5.280952380952381,7.666666666666667,3.9,,,,0.125,6.375,,,,,10.400000000000002,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/21,23.73333333333333,30.433333333333334,17.633333333333336,,0.0,,68.33333333333333,6.933333333333334,24.922222222222217,26.2,23.73333333333333,25.48809523809524,26.700000000000003,23.73333333333333,,,,30.86111111111111,32.05,30.1,31.576190476190476,32.6,30.1,,,,19.394444444444446,20.85,17.633333333333336,20.56904761904762,22.15,17.633333333333336,,,,,,,,,,,,,70.44444444444444,75.0,68.0,76.04761904761905,83.0,68.0,,,,6.6499999999999995,7.666666666666667,5.35,5.228571428571429,7.666666666666667,3.9,,,,0.125,6.375,,,,,12.799999999999997,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/22,24.5,30.8,20.2,,0.0,,71.66666666666667,5.966666666666666,24.355555555555554,24.83333333333333,23.73333333333333,25.173809523809524,26.2,23.73333333333333,,,,30.444444444444446,30.8,30.1,31.31904761904762,32.4,30.1,,,,19.177777777777777,20.2,17.633333333333336,20.29047619047619,22.0,17.633333333333336,,,,,,,,,,,,,69.33333333333333,71.66666666666667,68.0,74.92857142857143,83.0,68.0,,,,6.855555555555555,7.666666666666667,5.966666666666666,5.473809523809523,7.666666666666667,3.9,,,,0.0,6.375,,,,,10.600000000000001,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/23,24.433333333333334,30.8,18.766666666666666,,0.0,,68.0,9.2,24.222222222222218,24.5,23.73333333333333,24.985714285714284,26.2,23.73333333333333,,,,30.677777777777777,30.8,30.433333333333334,31.16904761904762,32.4,30.1,,,,18.866666666666664,20.2,17.633333333333336,19.82857142857143,21.35,17.633333333333336,,,,,,,,,,,,,69.33333333333333,71.66666666666667,68.0,72.78571428571429,80.0,68.0,,,,7.366666666666666,9.2,5.966666666666666,6.202380952380952,9.2,3.9,,,,0.0,0.125,,,,,12.033333333333335,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/24,23.666666666666668,27.666666666666668,20.933333333333334,,0.0,,80.0,8.366666666666667,24.2,24.5,23.666666666666668,24.745238095238097,26.2,23.666666666666668,,,,29.755555555555556,30.8,27.666666666666668,30.607142857142858,32.4,27.666666666666668,,,,19.966666666666665,20.933333333333334,18.766666666666666,19.91904761904762,21.35,17.633333333333336,,,,,,,,,,,,,73.22222222222223,80.0,68.0,72.78571428571429,80.0,68.0,,,,7.844444444444444,9.2,5.966666666666666,6.769047619047619,9.2,3.9,,,,0.0,0.125,,,,,6.733333333333334,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/25,24.366666666666664,28.5,21.066666666666663,,0.0,,88.33333333333333,6.2,24.155555555555555,24.433333333333334,23.666666666666668,24.533333333333335,26.2,23.666666666666668,,,,28.98888888888889,30.8,27.666666666666668,30.050000000000004,32.05,27.666666666666668,,,,20.255555555555556,21.066666666666663,18.766666666666666,19.87857142857143,21.066666666666663,17.633333333333336,,,,,,,,,,,,,78.77777777777777,88.33333333333333,68.0,74.19047619047619,88.33333333333333,68.0,,,,7.922222222222222,9.2,6.2,7.097619047619047,9.2,5.35,,,,0.0,0.125,,,,,7.433333333333337,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/26,26.7,31.866666666666664,22.53333333333333,,0.0,,85.0,3.8,24.91111111111111,26.7,23.666666666666668,24.604761904761904,26.7,23.666666666666668,,,,29.344444444444445,31.866666666666664,27.666666666666668,30.023809523809522,31.866666666666664,27.666666666666668,,,,21.51111111111111,22.53333333333333,20.933333333333334,20.119047619047617,22.53333333333333,17.633333333333336,,,,,,,,,,,,,84.44444444444444,88.33333333333333,80.0,75.61904761904762,88.33333333333333,68.0,,,,6.122222222222223,8.366666666666667,3.8,6.876190476190476,9.2,3.8,,,,0.0,0.0,,,,,9.333333333333332,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/27,26.933333333333334,31.9,22.8,,0.0,,82.66666666666667,4.866666666666666,26.0,26.933333333333334,24.366666666666664,24.904761904761905,26.933333333333334,23.666666666666668,,,,30.755555555555556,31.9,28.5,30.28095238095238,31.9,27.666666666666668,,,,22.13333333333333,22.8,21.066666666666663,20.561904761904763,22.8,17.633333333333336,,,,,,,,,,,,,85.33333333333333,88.33333333333333,82.66666666666667,77.71428571428571,88.33333333333333,68.0,,,,4.955555555555556,6.2,3.8,6.476190476190476,9.2,3.8,,,,0.0,0.0,,,,,9.099999999999998,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/28,26.96666666666667,32.0,23.433333333333334,,0.0,,81.66666666666667,5.1000000000000005,26.866666666666664,26.96666666666667,26.7,25.366666666666667,26.96666666666667,23.666666666666668,,,,31.92222222222222,32.0,31.866666666666664,30.504761904761903,32.0,27.666666666666668,,,,22.92222222222222,23.433333333333334,22.53333333333333,21.390476190476193,23.433333333333334,18.766666666666666,,,,,,,,,,,,,83.11111111111113,85.0,81.66666666666667,79.61904761904762,88.33333333333333,68.0,,,,4.5888888888888895,5.1000000000000005,3.8,6.214285714285714,9.2,3.8,,,,0.0,0.0,,,,,8.566666666666666,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/29,26.8,31.83333333333333,22.46666666666667,,0.0,,80.66666666666667,4.9,26.900000000000002,26.96666666666667,26.8,25.695238095238093,26.96666666666667,23.666666666666668,,,,31.91111111111111,32.0,31.83333333333333,30.652380952380952,32.0,27.666666666666668,,,,22.900000000000002,23.433333333333334,22.46666666666667,21.714285714285715,23.433333333333334,18.766666666666666,,,,,,,,,,,,,81.66666666666667,82.66666666666667,80.66666666666667,80.90476190476191,88.33333333333333,68.0,,,,4.955555555555556,5.1000000000000005,4.866666666666666,6.061904761904763,9.2,3.8,,,,0.0,0.0,,,,,9.36666666666666,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/30,27.03333333333333,32.0,23.53333333333333,,0.0,,79.66666666666667,4.866666666666666,26.933333333333334,27.03333333333333,26.8,26.066666666666666,27.03333333333333,23.666666666666668,25.62222222222222,28.35,23.65,31.944444444444443,32.0,31.83333333333333,30.823809523809523,32.0,27.666666666666668,30.428333333333335,32.95,25.6,23.144444444444446,23.53333333333333,22.46666666666667,22.395238095238092,23.53333333333333,20.933333333333334,21.945555555555554,25.700000000000003,17.633333333333336,,,,,,,,,,80.66666666666667,81.66666666666667,79.66666666666667,82.57142857142857,88.33333333333333,79.66666666666667,81.55,98.0,68.0,4.955555555555556,5.1000000000000005,4.866666666666666,5.442857142857143,8.366666666666667,3.8,6.645555555555556,11.9,3.8,0.0,0.0,389.625,,,,8.466666666666669,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/10/01,26.633333333333336,32.0,22.666666666666668,,0.0,,81.66666666666667,5.3,26.822222222222223,27.03333333333333,26.633333333333336,26.49047619047619,27.03333333333333,24.366666666666664,25.626666666666665,28.35,23.65,31.944444444444443,32.0,31.83333333333333,31.44285714285714,32.0,28.5,30.475,32.95,25.6,22.88888888888889,23.53333333333333,22.46666666666667,22.642857142857142,23.53333333333333,21.066666666666663,21.964444444444442,25.700000000000003,17.633333333333336,,,,,,,,,,80.66666666666667,81.66666666666667,79.66666666666667,82.80952380952382,88.33333333333333,79.66666666666667,81.55555555555556,98.0,68.0,5.022222222222222,5.3,4.866666666666666,5.004761904761905,6.2,3.8,6.463888888888889,11.9,3.8,0.0,0.0,386.875,,,,9.333333333333332,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
111/10/02,26.8,31.766666666666666,22.33333333333333,,0.0,,80.66666666666667,4.9,26.822222222222223,27.03333333333333,26.633333333333336,26.838095238095235,27.03333333333333,26.633333333333336,25.716666666666665,28.35,23.65,31.92222222222222,32.0,31.766666666666666,31.909523809523808,32.0,31.766666666666666,30.680555555555554,32.95,26.25,22.844444444444445,23.53333333333333,22.33333333333333,22.823809523809523,23.53333333333333,22.33333333333333,21.957222222222224,25.700000000000003,17.633333333333336,,,,,,,,,,80.66666666666667,81.66666666666667,79.66666666666667,81.71428571428571,85.0,79.66666666666667,80.97777777777779,97.0,68.0,5.022222222222222,5.3,4.866666666666666,4.819047619047619,5.3,3.8,6.290555555555556,11.9,3.8,0.0,0.0,305.5,,,,9.433333333333337,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
111/10/03,26.666666666666668,31.6,23.03333333333333,,0.0,,83.33333333333333,4.3,26.700000000000003,26.8,26.633333333333336,26.833333333333336,27.03333333333333,26.633333333333336,25.750555555555554,28.35,23.65,31.788888888888888,32.0,31.6,31.87142857142857,32.0,31.6,30.81222222222222,32.95,26.25,22.677777777777777,23.03333333333333,22.33333333333333,22.895238095238092,23.53333333333333,22.33333333333333,21.904999999999998,25.700000000000003,17.633333333333336,,,,,,,,,,81.88888888888889,83.33333333333333,80.66666666666667,81.47619047619048,83.33333333333333,79.66666666666667,80.52222222222221,96.5,68.0,4.833333333333333,5.3,4.3,4.890476190476191,5.3,4.3,6.037222222222223,9.6,3.8,0.0,0.0,209.125,,,,8.56666666666667,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
111/10/04,27.0,32.03333333333333,23.46666666666667,,0.0,,78.66666666666667,4.6000000000000005,26.822222222222223,27.0,26.666666666666668,26.842857142857145,27.03333333333333,26.633333333333336,25.785555555555554,28.35,23.65,31.799999999999997,32.03333333333333,31.6,31.89047619047619,32.03333333333333,31.6,30.945,32.95,26.25,22.944444444444443,23.46666666666667,22.33333333333333,22.990476190476187,23.53333333333333,22.33333333333333,21.883888888888887,25.700000000000003,17.633333333333336,,,,,,,,,,80.8888888888889,83.33333333333333,78.66666666666667,80.90476190476191,83.33333333333333,78.66666666666667,80.12777777777778,96.5,68.0,4.6000000000000005,4.9,4.3,4.852380952380953,5.3,4.3,5.953888888888889,9.6,3.8,0.0,0.0,155.875,,,,8.566666666666663,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
111/10/05,26.766666666666666,32.76666666666667,22.566666666666663,,0.0,,77.66666666666667,4.966666666666667,26.811111111111114,27.0,26.666666666666668,26.814285714285713,27.03333333333333,26.633333333333336,25.732777777777777,27.03333333333333,23.65,32.13333333333333,32.76666666666667,31.6,32.0,32.76666666666667,31.6,30.938888888888886,32.76666666666667,26.25,23.022222222222222,23.46666666666667,22.566666666666663,22.866666666666667,23.53333333333333,22.33333333333333,21.779444444444444,23.950000000000003,17.633333333333336,,,,,,,,,,79.88888888888889,83.33333333333333,77.66666666666667,80.33333333333334,83.33333333333333,77.66666666666667,80.1,96.5,68.0,4.622222222222223,4.966666666666667,4.3,4.833333333333334,5.3,4.3,5.799444444444445,9.2,3.8,0.0,0.0,155.875,,,,10.20000000000001,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
111/10/06,25.933333333333334,31.133333333333336,22.4,,0.0,,82.33333333333333,4.933333333333334,26.566666666666666,27.0,25.933333333333334,26.690476190476193,27.03333333333333,25.933333333333334,25.71055555555556,27.03333333333333,23.65,31.977777777777778,32.76666666666667,31.133333333333336,31.900000000000002,32.76666666666667,31.133333333333336,30.98,32.76666666666667,26.25,22.811111111111106,23.46666666666667,22.4,22.857142857142854,23.53333333333333,22.33333333333333,21.727777777777778,23.65,17.633333333333336,,,,,,,,,,79.55555555555556,82.33333333333333,77.66666666666667,80.57142857142857,83.33333333333333,77.66666666666667,79.92777777777778,96.5,68.0,4.833333333333333,4.966666666666667,4.6000000000000005,4.838095238095238,5.3,4.3,5.818888888888889,9.2,3.8,0.0,0.0,141.125,,,,8.733333333333338,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
111/10/07,25.0,29.866666666666664,22.366666666666664,,0.0,,83.33333333333333,7.5,25.900000000000002,26.766666666666666,25.0,26.400000000000002,27.0,25.0,25.672222222222224,27.03333333333333,23.65,31.25555555555556,32.76666666666667,29.866666666666664,31.5952380952381,32.76666666666667,29.866666666666664,30.935555555555553,32.76666666666667,26.25,22.44444444444444,22.566666666666663,22.366666666666664,22.690476190476186,23.46666666666667,22.33333333333333,21.685000000000002,23.53333333333333,17.633333333333336,,,,,,,,,,81.1111111111111,83.33333333333333,77.66666666666667,81.0952380952381,83.33333333333333,77.66666666666667,79.83888888888889,96.5,68.0,5.8,7.5,4.933333333333334,5.214285714285714,7.5,4.3,5.920555555555556,9.2,3.8,0.0,0.0,140.625,,,,7.5,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
111/10/08,23.666666666666668,26.633333333333336,21.6,,0.0,,85.0,6.433333333333334,24.866666666666664,25.933333333333334,23.666666666666668,25.976190476190474,27.0,23.666666666666668,25.589444444444442,27.03333333333333,23.65,29.211111111111112,31.133333333333336,26.633333333333336,30.82857142857143,32.76666666666667,26.633333333333336,30.746666666666666,32.76666666666667,26.25,22.12222222222222,22.4,21.6,22.538095238095234,23.46666666666667,21.6,21.681666666666665,23.53333333333333,17.633333333333336,,,,,,,,,,83.55555555555556,85.0,82.33333333333333,81.57142857142857,85.0,77.66666666666667,80.27222222222221,96.5,68.0,6.288888888888889,7.5,4.933333333333334,5.376190476190476,7.5,4.3,5.898333333333334,9.2,3.8,0.0,0.0,140.625,,,,5.033333333333335,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
