觀測時間(hour),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),全天空日射量(MJ/㎡),TxSoil0cm,TxSoil5cm,TxSoil20cm,TxSoil50cm,TxSoil100cm,日照時數(hour),TxSoil10cm
2023-09-11,1007.1,1008.6,2023-09-11T21:30:00,1005.6,2023-09-11T15:30:00,26.5,31.4,2023-09-11T13:51:00,22.8,2023-09-11T23:31:00,87.0,59.0,2023-09-11T14:57:00,0.5,17.0,4.6,45.0,2023-09-11T16:12:00,0.0,21.69,25.7,25.7,25.9,26.2,26.2,-99.8,25.9
2023-09-12,1007.1,1008.3,2023-09-12T09:35:00,1005.3,2023-09-12T15:40:00,27.0,32.3,2023-09-12T10:40:00,22.3,2023-09-12T05:22:00,84.0,55.0,2023-09-12T10:37:00,0.5,8.0,4.9,284.0,2023-09-12T13:40:00,0.0,26.1,25.8,25.6,25.8,26.2,26.1,-99.8,25.8
2023-09-13,1007.1,1008.1,2023-09-13T22:25:00,1005.9,2023-09-13T16:30:00,27.2,32.2,2023-09-13T13:16:00,23.8,2023-09-13T05:48:00,85.0,59.0,2023-09-13T13:21:00,0.5,24.0,5.9,318.0,2023-09-13T11:40:00,0.0,23.1,26.3,26.0,26.0,26.1,26.1,-99.8,26.2
2023-09-14,1008.0,1009.7,2023-09-14T22:08:00,1006.8,2023-09-14T04:00:00,27.2,32.7,2023-09-14T13:15:00,22.9,2023-09-14T03:52:00,83.0,54.0,2023-09-14T14:49:00,0.6,6.0,4.9,55.0,2023-09-14T13:02:00,0.0,25.7,26.1,25.9,26.0,26.2,26.1,-99.8,26.1
2023-09-15,1009.7,1011.9,2023-09-15T21:38:00,1007.9,2023-09-15T15:06:00,27.2,33.1,2023-09-15T12:09:00,22.7,2023-09-15T04:36:00,85.0,58.0,2023-09-15T13:46:00,0.5,12.0,4.5,8.0,2023-09-15T14:52:00,0.0,23.8,26.2,25.9,26.0,26.2,26.1,-99.8,26.1
2023-09-16,1010.9,1012.6,2023-09-16T09:36:00,1009.3,2023-09-16T15:14:00,27.6,33.7,2023-09-16T11:33:00,23.4,2023-09-16T05:31:00,83.0,51.0,2023-09-16T11:26:00,0.4,8.0,5.0,53.0,2023-09-16T13:24:00,0.0,23.1,26.4,26.0,26.0,26.2,26.0,-99.8,26.2
2023-09-17,1010.2,1012.1,2023-09-17T10:01:00,1008.8,2023-09-17T15:50:00,27.7,32.6,2023-09-17T10:51:00,24.1,2023-09-17T23:51:00,84.0,60.0,2023-09-17T10:52:00,0.4,30.0,4.6,300.0,2023-09-17T13:15:00,0.0,18.7,26.7,26.3,26.2,26.2,26.0,-99.8,26.4
2023-09-18,1010.8,1012.0,2023-09-18T10:04:00,1009.6,2023-09-18T04:03:00,27.5,32.8,2023-09-18T10:14:00,23.4,2023-09-18T05:28:00,84.0,58.0,2023-09-18T12:57:00,0.6,15.0,5.4,1.0,2023-09-18T12:57:00,0.0,24.9,26.6,26.1,26.1,26.2,26.0,-99.8,26.3
2023-09-19,1010.6,1012.2,2023-09-19T07:59:00,1009.2,2023-09-19T14:46:00,28.1,33.9,2023-09-19T11:00:00,24.3,2023-09-19T01:29:00,85.0,55.0,2023-09-19T10:55:00,0.6,27.0,5.3,350.0,2023-09-19T15:40:00,0.0,22.69,27.0,26.4,26.3,26.2,26.0,-99.8,26.5
2023-09-20,1009.6,1011.2,2023-09-20T09:41:00,1007.5,2023-09-20T16:50:00,28.2,33.4,2023-09-20T09:56:00,23.8,2023-09-20T05:52:00,84.0,58.0,2023-09-20T09:56:00,0.7,6.0,6.2,344.0,2023-09-20T14:55:00,0.0,22.7,27.1,26.5,26.4,26.3,26.0,-99.8,26.6
2023-09-21,1009.7,1011.4,2023-09-21T09:08:00,1008.2,2023-09-21T17:54:00,28.1,33.9,2023-09-21T12:37:00,24.3,2023-09-21T05:28:00,84.0,58.0,2023-09-21T15:21:00,0.6,7.0,5.7,345.0,2023-09-21T13:34:00,0.0,18.19,27.2,26.6,26.4,26.4,26.0,-99.8,26.7
2023-09-22,1008.9,1010.3,2023-09-22T08:19:00,1006.9,2023-09-22T14:59:00,28.6,34.1,2023-09-22T11:32:00,24.5,2023-09-22T02:59:00,84.0,57.0,2023-09-22T10:36:00,0.7,26.0,6.0,335.0,2023-09-22T15:01:00,0.0,22.9,27.5,26.7,26.5,26.4,26.1,-99.8,26.8
2023-09-23,1008.5,1009.5,2023-09-23T09:28:00,1007.2,2023-09-23T15:19:00,28.3,34.1,2023-09-23T13:45:00,24.7,2023-09-23T05:51:00,86.0,58.0,2023-09-23T10:19:00,1.0,338.0,5.5,346.0,2023-09-23T15:23:00,0.0,20.59,27.6,26.9,26.6,26.4,26.1,-99.8,26.9
2023-09-24,1008.8,1010.6,2023-09-24T08:41:00,1007.2,2023-09-24T15:39:00,29.1,35.6,2023-09-24T12:27:00,24.9,2023-09-24T05:38:00,83.0,55.0,2023-09-24T11:15:00,0.9,6.0,6.1,278.0,2023-09-24T14:19:00,0.0,22.2,27.9,27.0,26.7,26.5,26.1,-99.8,27.1
2023-09-25,1008.8,1010.2,2023-09-25T09:04:00,1007.0,2023-09-25T15:04:00,29.1,35.6,2023-09-25T12:20:00,25.7,2023-09-25T05:51:00,84.0,56.0,2023-09-25T12:18:00,1.4,200.0,6.3,43.0,2023-09-25T17:17:00,0.0,22.8,27.8,27.1,26.9,26.6,26.1,-99.8,27.2
2023-09-26,1008.9,1010.7,2023-09-26T09:34:00,1007.5,2023-09-26T15:24:00,28.8,34.5,2023-09-26T10:32:00,25.0,2023-09-26T05:51:00,82.0,53.0,2023-09-26T10:11:00,1.1,21.0,6.3,41.0,2023-09-26T11:41:00,0.0,19.0,27.1,26.9,26.9,26.6,26.1,-99.8,27.2
2023-09-27,1008.2,1009.4,2023-09-27T22:29:00,1006.4,2023-09-27T15:05:00,28.7,33.7,2023-09-27T13:16:00,25.1,2023-09-27T02:21:00,83.0,60.0,2023-09-27T14:11:00,1.1,3.0,6.3,14.0,2023-09-27T15:02:00,0.0,18.2,27.8,27.0,26.8,26.7,26.2,-99.8,27.1
2023-09-28,1009.5,1011.0,2023-09-28T22:46:00,1008.1,2023-09-28T15:20:00,28.0,33.0,2023-09-28T12:26:00,24.9,2023-09-28T03:52:00,85.0,59.0,2023-09-28T11:24:00,1.1,7.0,6.1,22.0,2023-09-28T14:25:00,0.0,16.5,27.6,26.9,26.8,26.7,26.2,-99.8,27.1
2023-09-29,1009.6,1011.2,2023-09-29T08:38:00,1007.8,2023-09-29T16:59:00,28.2,33.0,2023-09-29T12:28:00,24.6,2023-09-29T04:32:00,84.0,63.0,2023-09-29T10:11:00,1.1,5.0,7.0,343.0,2023-09-29T15:40:00,0.0,22.8,26.9,26.7,26.8,26.7,26.2,-99.8,26.9
2023-09-30,1007.8,1009.7,2023-09-30T07:52:00,1006.0,2023-09-30T17:52:00,28.7,33.7,2023-09-30T11:23:00,24.4,2023-09-30T04:26:00,83.0,58.0,2023-09-30T11:03:00,1.0,31.0,6.2,36.0,2023-09-30T15:36:00,0.0,20.9,27.4,27.0,26.8,26.7,26.3,-99.8,27.0
2023-10-01,1007.0,1008.7,2023-10-01T08:53:00,1005.1,2023-10-01T16:27:00,28.6,34.2,2023-10-01T13:05:00,24.8,2023-10-01T03:32:00,80.0,58.0,2023-10-01T13:06:00,2.0,76.0,10.2,66.0,2023-10-01T17:26:00,0.0,19.3,26.7,26.6,26.8,26.7,26.2,-99.8,26.9
2023-10-02,1008.3,1010.2,2023-10-02T08:18:00,1006.1,2023-10-02T15:42:00,28.0,33.3,2023-10-02T11:58:00,24.7,2023-10-02T00:32:00,69.0,55.0,2023-10-02T10:36:00,3.6,53.0,11.9,57.0,2023-10-02T14:25:00,0.0,23.6,26.1,26.0,26.5,26.7,26.3,-99.8,26.4
2023-10-03,1006.1,1008.3,2023-10-03T08:20:00,1003.6,2023-10-03T16:40:00,27.3,31.6,2023-10-03T11:44:00,23.5,2023-10-03T05:59:00,70.0,53.0,2023-10-03T09:05:00,4.8,46.0,13.6,57.0,2023-10-03T13:11:00,0.0,20.3,25.4,25.2,26.0,26.5,26.3,-99.8,25.7
2023-10-04,1001.9,1005.7,2023-10-04T00:06:00,998.8,2023-10-04T17:51:00,26.9,27.6,2023-10-04T00:12:00,26.2,2023-10-04T01:48:00,83.0,78.0,2023-10-04T15:11:00,7.9,54.0,22.6,57.0,2023-10-04T21:13:00,0.0,3.0,26.3,25.7,25.9,26.3,26.2,-99.8,25.9
2023-10-05,997.9,1005.0,2023-10-05T23:35:00,993.9,2023-10-05T10:29:00,26.9,31.3,2023-10-05T12:41:00,25.4,2023-10-05T04:11:00,83.0,67.0,2023-10-05T12:41:00,7.6,53.0,25.8,45.0,2023-10-05T00:13:00,0.0,11.9,26.1,25.5,25.8,26.2,26.2,-99.8,25.8
2023-10-06,1007.7,1009.8,2023-10-06T21:24:00,1004.6,2023-10-06T01:10:00,26.5,31.3,2023-10-06T10:14:00,24.8,2023-10-06T23:52:00,90.0,69.0,2023-10-06T10:06:00,1.1,34.0,6.6,336.0,2023-10-06T11:36:00,10.5,8.8,26.0,25.7,25.9,26.1,26.1,-99.8,26.0
2023-10-07,1010.0,1012.0,2023-10-07T21:39:00,1008.1,2023-10-07T03:30:00,26.1,29.4,2023-10-07T13:13:00,24.4,2023-10-07T23:01:00,91.0,78.0,2023-10-07T13:14:00,2.2,45.0,8.2,61.0,2023-10-07T17:18:00,5.0,12.7,25.3,25.6,26.0,26.2,26.1,-99.8,26.0
2023-10-08,1011.9,1013.8,2023-10-08T21:47:00,1010.2,2023-10-08T14:27:00,26.7,31.4,2023-10-08T11:23:00,24.0,2023-10-08T05:51:00,85.0,67.0,2023-10-08T11:24:00,3.1,55.0,8.3,39.0,2023-10-08T14:29:00,0.0,21.59,24.8,25.2,25.8,26.2,26.1,-99.8,25.7
2023-10-09,1013.0,1015.0,2023-10-09T20:28:00,1011.3,2023-10-09T14:18:00,26.6,31.2,2023-10-09T13:49:00,23.9,2023-10-09T05:59:00,83.0,67.0,2023-10-09T14:02:00,1.8,29.0,7.8,71.0,2023-10-09T17:26:00,0.0,16.8,27.9,23.9,22.5,10.1,11.5,-99.8,19.8
2023-10-10,1013.4,1015.3,2023-10-10T08:25:00,1011.1,2023-10-10T15:09:00,26.4,31.1,2023-10-10T11:59:00,23.8,2023-10-10T03:01:00,79.0,63.0,2023-10-10T10:23:00,2.8,51.0,8.8,42.0,2023-10-10T14:06:00,0.0,20.0,21.4,23.6,13.4,10.5,5.7,-99.8,22.5
2023-10-11,1014.0,1015.9,2023-10-11T21:25:00,1012.4,2023-10-11T15:04:00,26.0,30.9,2023-10-11T12:47:00,23.0,2023-10-11T06:12:00,72.0,56.0,2023-10-11T14:22:00,3.5,53.0,9.4,47.0,2023-10-11T16:50:00,0.0,19.8,27.0,26.2,19.0,12.7,16.9,-99.8,25.2
2023-10-12,1014.4,1016.0,2023-10-12T09:32:00,1012.6,2023-10-12T15:03:00,25.8,31.4,2023-10-12T11:20:00,21.8,2023-10-12T05:31:00,72.0,52.0,2023-10-12T10:44:00,2.8,48.0,9.2,50.0,2023-10-12T14:37:00,0.0,22.5,18.5,27.3,11.9,4.2,6.6,-99.8,20.4
2023-10-13,1012.6,1014.7,2023-10-13T08:57:00,1010.6,2023-10-13T14:38:00,25.7,31.4,2023-10-13T10:43:00,21.6,2023-10-13T04:59:00,76.0,58.0,2023-10-13T10:43:00,1.8,40.0,8.4,33.0,2023-10-13T16:46:00,0.0,21.3,15.9,15.9,20.2,12.9,17.2,-99.8,26.8
2023-10-14,1011.2,1012.9,2023-10-14T08:59:00,1008.9,2023-10-14T15:14:00,25.6,31.5,2023-10-14T14:24:00,22.0,2023-10-14T04:42:00,74.0,49.0,2023-10-14T14:25:00,1.8,41.0,8.9,39.0,2023-10-14T17:13:00,0.0,22.3,24.4,24.4,25.1,25.5,25.8,-99.8,24.9
2023-10-15,1012.0,1013.5,2023-10-15T23:25:00,1010.5,2023-10-15T04:12:00,25.3,30.8,2023-10-15T12:14:00,21.6,2023-10-15T06:12:00,67.0,45.0,2023-10-15T10:40:00,2.3,34.0,8.5,31.0,2023-10-15T14:58:00,0.0,16.49,23.9,24.0,24.8,25.5,25.8,-99.8,24.6
2023-10-16,1013.7,1015.3,2023-10-16T22:50:00,1012.2,2023-10-16T14:29:00,24.9,28.8,2023-10-16T12:34:00,22.2,2023-10-16T05:41:00,70.0,56.0,2023-10-16T14:25:00,1.6,62.0,5.4,46.0,2023-10-16T01:26:00,0.0,9.5,23.6,23.7,24.6,25.4,25.8,-99.8,24.3
2023-10-17,1015.0,1016.7,2023-10-17T09:34:00,1013.5,2023-10-17T03:42:00,24.2,28.4,2023-10-17T12:53:00,21.0,2023-10-17T05:27:00,74.0,61.0,2023-10-17T12:41:00,0.9,34.0,5.0,36.0,2023-10-17T14:12:00,0.0,7.4,23.1,23.4,24.5,25.3,25.7,-99.8,24.1
2023-10-18,1015.4,1017.2,2023-10-18T09:25:00,1013.9,2023-10-18T15:53:00,25.4,31.9,2023-10-18T10:37:00,22.1,2023-10-18T00:52:00,81.0,51.0,2023-10-18T10:37:00,0.7,7.0,4.1,329.0,2023-10-18T11:39:00,0.0,14.1,13.5,21.3,18.7,14.7,16.6,-99.8,19.0
2023-10-19,1014.2,1015.9,2023-10-19T00:07:00,1012.2,2023-10-19T14:22:00,25.8,31.1,2023-10-19T12:26:00,22.1,2023-10-19T04:30:00,85.0,58.0,2023-10-19T12:18:00,0.9,342.0,5.7,338.0,2023-10-19T12:27:00,0.0,17.8,10.8,15.7,15.5,15.6,15.6,-99.8,15.7
2023-10-20,1014.1,1015.6,2023-10-20T20:31:00,1012.9,2023-10-20T15:26:00,25.5,32.2,2023-10-20T11:33:00,22.3,2023-10-20T05:31:00,81.0,58.0,2023-10-20T11:43:00,2.5,54.0,11.2,47.0,2023-10-20T19:53:00,0.0,18.8,5.9,16.5,9.8,6.3,9.0,-99.8,14.1
2023-10-21,1015.9,1017.5,2023-10-21T20:44:00,1014.4,2023-10-21T04:11:00,23.9,29.6,2023-10-21T12:06:00,21.4,2023-10-21T23:59:00,74.0,56.0,2023-10-21T12:07:00,3.1,52.0,9.2,51.0,2023-10-21T15:38:00,0.0,13.6,0.0,31.7,-0.1,-0.1,-0.1,-99.8,25.6
2023-10-22,1016.2,1017.9,2023-10-22T09:28:00,1014.8,2023-10-22T14:35:00,24.9,31.7,2023-10-22T10:51:00,21.0,2023-10-22T04:21:00,78.0,55.0,2023-10-22T10:51:00,1.6,39.0,7.6,37.0,2023-10-22T16:33:00,0.0,18.3,0.0,22.9,10.1,5.0,3.7,-99.8,21.6
2023-10-23,1015.7,1017.3,2023-10-23T08:39:00,1014.0,2023-10-23T14:08:00,25.1,30.8,2023-10-23T12:56:00,20.8,2023-10-23T05:52:00,83.0,61.0,2023-10-23T12:56:00,1.1,17.0,6.7,25.0,2023-10-23T16:01:00,0.0,20.9,0.0,4.0,3.7,3.6,-0.1,-99.8,7.7
2023-10-24,1014.9,-9999.7,-99.8,-9999.7,-99.8,25.5,-99.7,-99.8,-99.7,-99.8,86.0,-9997.0,-99.8,1.0,12.0,-99.7,-999.7,-99.8,0.0,13.7,3.6,7.5,7.2,7.3,9.9,-99.8,10.0
2023-10-25,1013.6,1015.1,2023-10-25T08:56:00,1011.8,2023-10-25T15:02:00,25.3,30.6,2023-10-25T12:13:00,21.0,2023-10-25T23:11:00,86.0,63.0,2023-10-25T10:25:00,1.4,3.0,8.3,8.0,2023-10-25T16:54:00,0.0,19.5,0.0,3.6,0.4,0.0,3.7,-99.8,1.2
2023-10-26,1013.0,1014.6,2023-10-26T08:32:00,1011.7,2023-10-26T15:18:00,24.5,31.1,2023-10-26T12:47:00,19.5,2023-10-26T03:41:00,85.0,54.0,2023-10-26T14:16:00,0.9,2.0,5.4,320.0,2023-10-26T15:22:00,0.0,16.9,0.0,18.3,2.8,1.8,2.8,-99.8,4.9
2023-10-27,1012.7,1014.4,2023-10-27T09:31:00,1011.4,2023-10-27T14:30:00,24.3,29.2,2023-10-27T10:09:00,20.4,2023-10-27T03:11:00,85.0,64.0,2023-10-27T10:12:00,1.0,5.0,6.1,14.0,2023-10-27T15:24:00,0.0,10.59,0.0,6.7,3.1,0.0,3.1,-99.8,0.0
2023-10-28,1013.1,1014.8,2023-10-28T08:58:00,1011.8,2023-10-28T15:03:00,24.2,29.5,2023-10-28T11:10:00,20.9,2023-10-28T00:32:00,83.0,61.0,2023-10-28T11:10:00,1.3,10.0,7.5,30.0,2023-10-28T15:50:00,0.0,16.4,0.0,3.3,5.7,7.4,5.1,-99.8,5.6
2023-10-28,1013.1,1014.8,2023-10-28T08:58:00,1011.8,2023-10-28T15:03:00,24.2,29.5,2023-10-28T11:10:00,20.9,2023-10-28T00:32:00,83.0,61.0,2023-10-28T11:10:00,1.3,10.0,7.5,30.0,2023-10-28T15:50:00,0.0,16.4,0.0,3.3,5.7,7.4,5.1,-99.8,5.6
2023-10-29,1014.1,1015.8,2023-10-29T21:16:00,1012.2,2023-10-29T14:45:00,24.3,30.0,2023-10-29T13:58:00,19.7,2023-10-29T04:01:00,76.0,56.0,2023-10-29T13:52:00,1.3,22.0,6.9,13.0,2023-10-29T15:35:00,0.0,19.3,0.0,1.3,0.9,1.8,2.2,-99.8,2.6
2023-10-30,1015.1,1016.6,2023-10-30T22:13:00,1013.3,2023-10-30T15:04:00,24.5,29.4,2023-10-30T11:25:00,21.2,2023-10-30T05:27:00,75.0,56.0,2023-10-30T11:02:00,2.7,25.0,10.3,10.0,2023-10-30T15:47:00,0.0,19.7,0.0,0.9,5.4,2.2,4.1,-99.8,0.7
2023-10-31,1015.8,1017.0,2023-10-31T09:20:00,1014.0,2023-10-31T13:58:00,24.2,30.0,2023-10-31T12:56:00,19.9,2023-10-31T04:44:00,80.0,58.0,2023-10-31T15:01:00,1.6,7.0,7.8,16.0,2023-10-31T13:59:00,0.0,19.9,0.0,2.5,3.7,3.8,5.0,-99.8,2.1
2023-11-01,1015.3,1017.3,2023-11-01T08:55:00,1014.0,2023-11-01T16:26:00,24.0,30.3,2023-11-01T11:43:00,18.7,2023-11-01T05:32:00,84.0,58.0,2023-11-01T13:54:00,0.9,6.0,6.2,19.0,2023-11-01T15:52:00,0.0,17.5,20.0,19.8,19.8,20.3,20.5,-99.8,19.7
2023-11-02,1013.8,1015.6,2023-11-02T09:39:00,1012.5,2023-11-02T15:34:00,24.1,31.1,2023-11-02T11:35:00,19.9,2023-11-02T01:51:00,87.0,55.0,2023-11-02T11:36:00,0.7,9.0,5.6,320.0,2023-11-02T12:49:00,0.0,16.0,23.4,23.6,24.2,24.9,25.3,-99.8,23.9
2023-11-03,1012.5,1014.1,2023-11-03T09:26:00,1010.9,2023-11-03T15:17:00,23.9,29.7,2023-11-03T12:30:00,19.7,2023-11-03T21:59:00,86.0,63.0,2023-11-03T12:08:00,1.3,7.0,6.8,319.0,2023-11-03T09:43:00,0.0,19.1,23.3,23.5,24.2,24.9,25.2,-99.8,23.8
2023-11-04,1013.0,1014.5,2023-11-04T09:12:00,1011.3,2023-11-04T14:27:00,24.0,32.6,2023-11-04T11:33:00,18.5,2023-11-04T02:43:00,83.0,46.0,2023-11-04T11:08:00,1.0,346.0,6.5,317.0,2023-11-04T13:03:00,0.5,19.9,22.5,22.9,23.9,24.8,25.2,-99.8,23.3
2023-11-05,1013.4,1014.6,2023-11-05T08:40:00,1011.8,2023-11-05T15:09:00,24.2,33.1,2023-11-05T12:15:00,17.7,2023-11-05T05:32:00,80.0,45.0,2023-11-05T12:15:00,0.6,319.0,5.7,302.0,2023-11-05T13:56:00,0.0,19.5,22.5,22.7,23.7,24.7,25.1,-99.8,23.1
2023-11-06,1014.0,1015.8,2023-11-06T09:18:00,1012.2,2023-11-06T14:22:00,26.0,32.3,2023-11-06T13:29:00,20.4,2023-11-06T04:00:00,77.0,47.0,2023-11-06T10:22:00,1.2,23.0,6.4,5.0,2023-11-06T17:00:00,0.0,17.8,24.7,23.9,23.9,24.6,25.0,-99.8,23.7
2023-11-07,1015.2,1017.0,2023-11-07T09:26:00,1014.1,2023-11-07T14:02:00,24.3,31.1,2023-11-07T12:34:00,20.9,2023-11-07T23:48:00,71.0,49.0,2023-11-07T12:35:00,2.4,29.0,9.5,9.0,2023-11-07T15:41:00,0.0,16.1,24.0,23.8,24.2,24.7,25.0,-99.8,23.9
2023-11-08,1014.6,1016.2,2023-11-08T09:16:00,1013.1,2023-11-08T15:08:00,24.6,30.4,2023-11-08T12:20:00,18.8,2023-11-08T04:07:00,77.0,55.0,2023-11-08T10:19:00,1.0,34.0,5.5,314.0,2023-11-08T14:17:00,0.0,17.8,24.2,23.7,24.0,24.7,25.0,-99.8,23.7
2023-11-09,1014.6,1015.8,2023-11-09T08:55:00,1012.6,2023-11-09T14:30:00,24.5,30.4,2023-11-09T12:32:00,20.2,2023-11-09T06:01:00,87.0,64.0,2023-11-09T12:32:00,0.8,24.0,5.6,311.0,2023-11-09T14:31:00,0.0,14.69,24.3,24.2,24.3,24.7,24.9,-99.8,24.2
2023-11-10,1015.3,1016.8,2023-11-10T09:25:00,1013.6,2023-11-10T15:33:00,25.9,32.8,2023-11-10T10:42:00,20.6,2023-11-10T03:52:00,80.0,52.0,2023-11-10T13:43:00,1.8,12.0,7.7,12.0,2023-11-10T15:09:00,0.0,18.7,24.8,24.3,24.4,24.8,24.9,-99.8,24.2
2023-11-11,1016.1,1017.7,2023-11-11T21:34:00,1014.1,2023-11-11T14:48:00,24.4,29.1,2023-11-11T12:11:00,21.6,2023-11-11T05:41:00,78.0,62.0,2023-11-11T11:28:00,3.2,29.0,9.9,30.0,2023-11-11T13:52:00,0.0,19.3,23.9,23.8,24.3,24.8,24.9,-99.8,23.9
2023-11-12,1017.6,1019.6,2023-11-12T23:48:00,1015.7,2023-11-12T15:25:00,23.0,26.9,2023-11-12T12:10:00,20.3,2023-11-12T23:31:00,75.0,62.0,2023-11-12T13:33:00,4.2,29.0,11.5,15.0,2023-11-12T12:29:00,0.0,12.2,23.2,23.2,24.0,24.7,24.9,-99.8,23.5
2023-11-13,1019.9,1021.8,2023-11-13T22:17:00,1018.0,2023-11-13T15:04:00,20.3,23.9,2023-11-13T12:13:00,18.1,2023-11-13T00:01:00,69.0,56.0,2023-11-13T13:27:00,4.5,28.0,11.7,52.0,2023-11-13T10:09:00,0.0,14.7,20.9,21.5,23.2,24.5,24.9,-99.8,22.3
2023-11-14,1020.3,1022.6,2023-11-14T09:32:00,1018.5,2023-11-14T15:28:00,20.5,27.5,2023-11-14T12:31:00,17.2,2023-11-14T01:52:00,75.0,50.0,2023-11-14T12:36:00,1.4,19.0,7.1,20.0,2023-11-14T16:01:00,0.0,10.79,21.1,21.5,22.7,24.1,24.8,-99.8,22.0
2023-11-15,1019.4,1021.5,2023-11-15T08:43:00,1017.0,2023-11-15T15:06:00,22.2,29.5,2023-11-15T12:07:00,17.3,2023-11-15T03:18:00,79.0,50.0,2023-11-15T12:07:00,1.0,1.0,5.8,312.0,2023-11-15T13:21:00,0.0,17.8,21.6,21.8,22.7,23.9,24.7,-99.8,22.2
