觀測時間(hour),測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),降水量(mm),天全空日射量(MJ/㎡),TxSoil0cm,TxSoil5cm,TxSoil20cm,TxSoil50cm,TxSoil100cm,日照時數(hr),TxSoil10cm
2023-09-04 03:00:00,936.7,24.1,93.0,0.9,33.0,1.9,61.0,0.5,0.0,23.0,,25.2,26.8,26.5,-99.8,23.8
2023-09-04 04:00:00,936.2,23.9,93.0,1.5,88.0,5.1,121.0,0.0,0.0,22.7,,25.2,26.7,26.5,-99.8,23.5
2023-09-04 05:00:00,936.1,24.4,89.0,0.8,101.0,4.0,87.0,0.0,0.0,22.7,,25.1,26.7,26.5,-99.8,23.5
2023-09-04 06:00:00,935.7,24.3,90.0,1.1,87.0,4.1,72.0,0.0,0.0,22.7,,25.1,26.7,26.5,-99.8,23.4
2023-09-04 07:00:00,936.8,23.6,93.0,3.9,195.0,7.2,208.0,0.0,0.0,22.9,,25.1,26.7,26.5,-99.8,23.5
2023-09-04 08:00:00,937.3,23.4,92.0,4.2,177.0,9.5,190.0,0.0,0.2,23.0,,25.0,26.6,26.5,-99.8,23.4
2023-09-04 09:00:00,938.8,24.0,94.0,2.3,153.0,8.3,209.0,0.0,0.1,23.2,,25.0,26.6,26.5,-99.8,23.6
2023-09-04 10:00:00,940.2,25.8,86.0,1.2,243.0,3.4,164.0,0.0,0.2,24.2,,25.0,26.6,26.5,-99.8,24.2
2023-09-04 11:00:00,941.1,26.3,88.0,0.3,360.0,2.4,93.0,0.0,0.5,25.7,,25.0,26.6,26.5,-99.8,25.3
2023-09-04 12:00:00,941.6,25.6,92.0,0.9,49.0,2.9,360.0,0.0,0.4,25.3,,25.2,26.6,26.5,-99.8,25.3
2023-09-04 13:00:00,941.3,27.6,86.0,0.3,17.0,2.6,66.0,0.0,1.2,28.4,,25.3,26.5,26.4,-99.8,27.3
2023-09-04 14:00:00,940.5,27.2,88.0,2.0,40.0,4.1,48.0,0.0,1.4,28.5,,25.5,26.5,26.4,-99.8,27.5
2023-09-04 15:00:00,940.9,28.2,80.0,0.6,282.0,4.9,19.0,0.0,1.6,28.7,,25.8,26.5,26.4,-99.8,27.7
2023-09-04 16:00:00,942.0,27.6,85.0,1.8,205.0,3.9,268.0,0.0,1.1,27.9,,26.0,26.5,26.4,-99.8,27.1
2023-09-04 17:00:00,942.0,26.8,89.0,2.3,141.0,4.5,210.0,0.0,0.6,26.7,,26.1,26.5,26.4,-99.8,26.4
2023-09-04 18:00:00,943.2,26.5,90.0,0.9,205.0,4.4,145.0,0.0,0.2,25.7,,26.1,26.4,26.4,-99.8,25.8
2023-09-04 19:00:00,944.1,25.8,95.0,0.7,150.0,4.6,194.0,1.0,0.0,24.9,,26.1,26.4,26.4,-99.8,25.3
2023-09-04 20:00:00,945.1,25.2,93.0,2.4,59.0,4.5,68.0,0.0,0.0,24.8,,26.0,26.4,26.4,-99.8,25.3
2023-09-04 21:00:00,945.7,25.0,94.0,3.1,60.0,5.7,57.0,1.0,0.0,24.7,,26.0,26.4,26.4,-99.8,25.1
2023-09-04 22:00:00,946.2,24.7,95.0,3.6,61.0,6.6,58.0,0.5,0.0,24.5,,25.9,26.4,26.4,-99.8,25.0
2023-09-04 23:00:00,946.8,24.9,93.0,0.6,26.0,5.8,66.0,0.0,0.0,24.4,,25.9,26.4,26.4,-99.8,25.0
2023-09-05 00:00:00,947.1,25.0,93.0,0.1,0.0,2.7,11.0,0.0,0.0,24.5,,25.8,26.4,26.4,-99.8,25.0
2023-09-05 01:00:00,947.0,24.5,92.0,1.2,90.0,2.1,90.0,0.0,0.0,23.9,,25.8,26.4,26.4,-99.8,24.7
2023-09-05 02:00:00,946.3,24.2,94.0,2.6,99.0,6.3,91.0,0.0,0.0,23.8,,25.7,26.4,26.4,-99.8,24.5
2023-09-05 03:00:00,946.1,24.0,92.0,2.3,80.0,5.4,67.0,0.0,0.0,23.3,,25.7,26.4,26.4,-99.8,24.2
2023-09-05 04:00:00,946.9,24.4,93.0,3.7,65.0,6.4,64.0,0.0,0.0,23.2,,25.6,26.4,26.4,-99.8,24.0
2023-09-05 05:00:00,947.4,24.3,95.0,3.2,68.0,6.8,49.0,0.0,0.0,23.5,,25.5,26.4,26.4,-99.8,24.1
2023-09-05 06:00:00,947.6,24.1,94.0,3.8,62.0,6.9,61.0,0.0,0.0,23.4,,25.4,26.4,26.4,-99.8,24.0
2023-09-05 07:00:00,948.2,25.1,90.0,4.3,60.0,8.9,75.0,0.0,0.4,24.6,,25.4,26.4,26.4,-99.8,24.6
2023-09-05 08:00:00,949.3,26.5,84.0,0.2,0.0,7.3,67.0,0.0,1.1,26.4,,25.4,26.4,26.4,-99.8,25.8
2023-09-05 09:00:00,950.1,26.9,85.0,1.6,53.0,3.6,28.0,0.0,1.1,27.2,,25.6,26.4,26.4,-99.8,26.5
2023-09-05 10:00:00,950.2,27.7,83.0,2.9,81.0,3.9,77.0,0.0,1.8,29.3,,25.8,26.4,26.4,-99.8,27.9
2023-09-05 11:00:00,950.2,29.8,73.0,1.6,16.0,4.1,68.0,0.0,2.6,31.7,,26.0,26.4,26.4,-99.8,29.5
2023-09-05 12:00:00,949.9,29.1,77.0,0.9,300.0,3.7,290.0,0.0,1.7,29.8,,26.4,26.4,26.4,-99.8,28.7
2023-09-05 13:00:00,949.6,29.3,85.0,0.4,315.0,2.8,283.0,0.0,1.5,30.2,,26.6,26.4,26.4,-99.8,29.0
2023-09-05 14:00:00,948.9,29.1,81.0,0.6,339.0,3.6,23.0,0.0,1.6,29.8,,26.8,26.4,26.4,-99.8,28.9
2023-09-05 15:00:00,948.7,27.5,90.0,1.0,312.0,2.9,15.0,0.5,0.7,27.2,,26.9,26.4,26.4,-99.8,27.5
2023-09-05 16:00:00,948.8,26.3,94.0,1.4,9.0,5.2,1.0,0.0,0.3,26.2,,27.0,26.4,26.4,-99.8,26.8
2023-09-05 17:00:00,949.9,24.2,96.0,0.8,40.0,4.1,285.0,16.5,-99.8,-99.8,,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-05 18:00:00,950.5,24.4,92.0,0.7,89.0,3.0,1.0,8.5,0.0,23.6,,26.0,26.4,26.4,-99.8,24.3
2023-09-05 19:00:00,951.0,24.5,96.0,0.8,161.0,1.8,104.0,7.0,0.0,23.6,,25.7,26.4,26.4,-99.8,24.1
2023-09-05 20:00:00,951.1,24.1,92.0,2.1,152.0,3.7,167.0,4.0,0.0,23.5,,25.5,26.5,26.4,-99.8,24.0
2023-09-05 21:00:00,951.5,23.8,92.0,2.8,177.0,5.0,179.0,0.5,0.0,23.2,,25.6,26.5,26.4,-99.8,23.9
2023-09-05 22:00:00,951.2,23.8,92.0,3.0,168.0,6.7,176.0,0.0,0.0,23.1,,25.5,26.5,26.4,-99.8,23.7
2023-09-05 23:00:00,951.5,25.4,84.0,0.9,67.0,5.2,172.0,0.0,0.0,23.0,,25.5,26.5,26.4,-99.8,23.9
2023-09-06 00:00:00,951.7,24.3,91.0,0.0,0.0,2.2,168.0,0.0,0.0,22.9,,25.4,26.5,26.4,-99.8,23.9
2023-09-06 01:00:00,951.5,25.2,88.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,,25.4,26.5,26.4,-99.8,24.1
2023-09-06 02:00:00,951.1,25.4,88.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,,25.4,26.5,26.4,-99.8,24.3
2023-09-06 03:00:00,950.7,25.7,87.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,,25.4,26.5,26.4,-99.8,24.3
2023-09-06 04:00:00,950.8,25.6,86.0,0.0,0.0,1.3,11.0,0.0,0.0,23.3,,25.4,26.5,26.4,-99.8,24.1
2023-09-06 05:00:00,951.2,24.8,90.0,0.8,52.0,2.3,56.0,0.0,0.0,23.2,,25.4,26.5,26.4,-99.8,24.1
2023-09-06 06:00:00,951.6,24.4,92.0,0.9,67.0,2.2,66.0,0.0,0.0,23.2,,25.3,26.4,26.4,-99.8,24.0
2023-09-06 07:00:00,952.3,25.8,90.0,1.5,76.0,2.4,74.0,0.0,0.3,24.9,,25.3,26.4,26.4,-99.8,25.0
2023-09-06 08:00:00,952.7,26.8,86.0,0.9,52.0,2.4,119.0,0.0,0.9,26.5,,25.4,26.4,26.4,-99.8,26.0
2023-09-06 09:00:00,953.1,28.3,77.0,1.6,48.0,2.9,48.0,0.0,2.5,30.5,,25.6,26.4,26.3,-99.8,28.5
2023-09-06 10:00:00,953.1,27.4,87.0,0.3,238.0,2.6,63.0,0.0,1.4,28.0,,25.9,26.4,26.3,-99.8,27.3
2023-09-06 11:00:00,953.2,28.2,87.0,1.4,32.0,3.0,69.0,0.0,1.8,29.9,,26.1,26.4,26.3,-99.8,28.6
2023-09-06 12:00:00,952.9,27.4,90.0,1.5,34.0,3.1,20.0,0.0,1.8,28.8,,26.4,26.4,26.3,-99.8,28.2
2023-09-06 13:00:00,952.3,27.6,89.0,1.4,310.0,3.3,19.0,0.0,1.2,28.5,,26.6,26.4,26.3,-99.8,28.1
2023-09-06 14:00:00,952.0,26.5,94.0,0.3,21.0,3.4,280.0,0.5,0.3,26.5,,26.7,26.4,26.3,-99.8,26.9
2023-09-06 15:00:00,951.4,25.4,91.0,1.3,353.0,4.2,318.0,1.0,0.3,25.5,,26.6,26.4,26.3,-99.8,26.2
2023-09-06 16:00:00,951.7,24.1,93.0,3.1,70.0,5.4,74.0,2.0,-99.8,-99.8,,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-06 17:00:00,952.0,23.8,94.0,3.0,59.0,5.6,64.0,14.0,-99.8,-99.8,,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-06 18:00:00,952.4,24.0,93.0,2.2,74.0,5.2,72.0,8.5,-99.8,-99.8,,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-06 19:00:00,952.3,23.8,93.0,1.7,64.0,4.1,68.0,6.0,-99.8,-99.8,,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-06 20:00:00,952.8,23.9,91.0,1.4,63.0,3.9,58.0,3.5,-99.8,-99.8,,-99.8,-99.8,-99.8,-99.8,-99.8
2023-09-06 21:00:00,953.2,23.7,92.0,1.2,103.0,2.8,81.0,0.5,0.0,23.1,,25.3,26.4,26.3,-99.8,23.8
2023-09-06 22:00:00,953.5,23.8,92.0,2.3,200.0,5.0,206.0,0.0,0.0,23.0,,25.3,26.4,26.3,-99.8,23.6
2023-09-06 23:00:00,953.1,24.3,94.0,1.0,245.0,4.1,175.0,0.0,0.0,23.1,,25.3,26.4,26.3,-99.8,23.8
2023-09-07 00:00:00,952.3,24.1,94.0,1.7,241.0,2.3,219.0,0.0,0.0,22.9,,25.2,26.4,26.3,-99.8,23.8
2023-09-07 01:00:00,951.7,24.0,93.0,1.5,201.0,3.3,208.0,0.0,0.0,22.7,,25.2,26.4,26.3,-99.8,23.6
2023-09-07 02:00:00,951.4,23.7,94.0,2.1,189.0,4.1,195.0,0.0,0.0,22.7,,25.2,26.4,26.3,-99.8,23.5
2023-09-07 03:00:00,951.0,23.7,94.0,2.0,185.0,4.0,185.0,0.0,0.0,22.6,,25.1,26.4,26.3,-99.8,23.4
2023-09-07 04:00:00,951.1,23.7,94.0,1.3,179.0,4.3,192.0,0.0,0.0,22.6,,25.0,26.4,26.3,-99.8,23.3
2023-09-07 05:00:00,951.3,23.4,94.0,2.6,188.0,5.0,166.0,0.0,0.0,22.5,,25.0,26.3,26.3,-99.8,23.2
2023-09-07 06:00:00,952.0,23.4,95.0,1.7,187.0,3.8,194.0,0.0,0.0,22.5,,24.9,26.3,26.3,-99.8,23.3
2023-09-07 07:00:00,952.3,23.4,92.0,1.8,151.0,4.3,131.0,0.0,0.1,23.0,,24.9,26.3,26.3,-99.8,23.6
2023-09-07 08:00:00,952.7,24.2,93.0,2.9,157.0,4.4,150.0,0.0,0.5,24.1,,24.9,26.3,26.3,-99.8,24.3
2023-09-07 09:00:00,953.3,25.6,88.0,1.9,155.0,4.3,168.0,0.0,1.1,25.8,,25.0,26.3,26.3,-99.8,25.3
2023-09-07 10:00:00,953.5,26.3,86.0,1.8,108.0,3.7,78.0,0.0,1.8,27.2,,25.2,26.3,26.3,-99.8,26.4
2023-09-07 11:00:00,953.3,27.1,85.0,1.8,24.0,3.5,82.0,0.0,1.7,28.5,,25.4,26.3,26.3,-99.8,27.4
2023-09-07 12:00:00,952.8,27.5,86.0,1.9,42.0,3.7,66.0,0.0,2.0,29.8,,25.7,26.2,26.3,-99.8,28.4
2023-09-07 13:00:00,952.4,28.2,79.0,1.8,39.0,5.3,73.0,0.0,2.5,30.5,,26.0,26.2,26.3,-99.8,29.0
2023-09-07 14:00:00,951.7,28.0,81.0,0.5,36.0,3.5,68.0,0.0,1.8,29.5,,26.3,26.2,26.3,-99.8,28.5
2023-09-07 15:00:00,951.1,28.7,78.0,0.7,13.0,3.1,61.0,0.0,2.0,29.7,,26.5,26.2,26.3,-99.8,28.6
2023-09-07 16:00:00,950.9,27.4,87.0,1.5,48.0,3.7,14.0,0.0,0.9,28.0,,26.7,26.2,26.3,-99.8,27.7
2023-09-07 17:00:00,951.1,27.3,88.0,1.1,31.0,3.1,48.0,0.0,0.5,27.6,,26.7,26.2,26.3,-99.8,27.4
2023-09-07 18:00:00,951.2,26.8,90.0,0.0,0.0,2.6,78.0,0.0,0.2,26.5,,26.7,26.2,26.3,-99.8,26.6
2023-09-07 19:00:00,951.0,25.5,94.0,2.2,201.0,4.8,201.0,0.0,0.0,25.1,,26.6,26.2,26.3,-99.8,25.6
2023-09-07 20:00:00,951.0,25.1,96.0,2.5,180.0,4.5,148.0,0.0,0.0,24.6,,26.5,26.2,26.3,-99.8,25.2
2023-09-07 21:00:00,951.7,24.5,95.0,2.8,176.0,5.5,178.0,0.0,0.0,23.9,,26.4,26.3,26.3,-99.8,24.7
2023-09-07 22:00:00,951.8,24.3,95.0,4.1,168.0,6.9,199.0,0.0,0.0,23.8,,26.2,26.3,26.3,-99.8,24.4
2023-09-07 23:00:00,951.7,24.1,95.0,4.0,163.0,7.2,180.0,0.0,0.0,23.5,,26.0,26.3,26.3,-99.8,24.2
2023-09-08 00:00:00,951.5,24.0,96.0,2.7,182.0,6.8,164.0,0.0,0.0,23.4,,25.9,26.3,26.3,-99.8,24.1
2023-09-08 01:00:00,951.6,24.1,96.0,2.1,165.0,4.8,189.0,0.0,0.0,23.4,,25.8,26.3,26.3,-99.8,24.1
2023-09-08 02:00:00,951.4,24.1,92.0,2.9,156.0,5.7,151.0,0.0,0.0,23.6,,25.7,26.3,26.3,-99.8,24.2
2023-09-08 03:00:00,951.3,23.9,92.0,3.6,179.0,6.2,158.0,0.0,0.0,23.5,,25.6,26.3,26.3,-99.8,24.1
2023-09-08 04:00:00,951.7,23.8,92.0,2.3,169.0,6.1,202.0,0.0,0.0,23.5,,25.6,26.4,26.3,-99.8,24.1
2023-09-08 05:00:00,951.7,23.9,91.0,1.5,148.0,4.9,179.0,0.0,0.0,23.3,,25.5,26.4,26.3,-99.8,24.0
2023-09-08 06:00:00,952.0,24.2,96.0,0.0,0.0,2.1,139.0,0.0,0.0,23.4,,25.4,26.4,26.3,-99.8,24.1
2023-09-08 07:00:00,952.8,24.3,91.0,0.3,48.0,2.7,65.0,0.0,0.1,24.1,,25.4,26.4,26.3,-99.8,24.5
2023-09-08 08:00:00,953.3,24.8,95.0,0.1,0.0,2.0,60.0,0.0,0.3,25.1,,25.4,26.3,26.3,-99.8,25.2
2023-09-08 09:00:00,953.5,25.2,94.0,0.5,76.0,2.5,71.0,0.0,0.2,25.1,,25.5,26.3,26.3,-99.8,25.2
2023-09-08 10:00:00,953.5,24.7,95.0,1.3,33.0,2.6,56.0,0.0,0.7,25.8,,25.6,26.3,26.3,-99.8,25.8
2023-09-08 11:00:00,953.1,25.6,93.0,1.7,39.0,3.0,55.0,0.0,1.1,27.4,,25.7,26.3,26.3,-99.8,26.8
2023-09-08 12:00:00,952.7,26.2,92.0,1.7,44.0,4.3,56.0,0.0,1.4,28.3,,25.8,26.3,26.3,-99.8,27.5
