觀測時間(hour),測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),降水量(mm),日照時數(hr),天全空日射量(MJ/㎡),TxSoil0cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm
2022-09-20 12:00:00,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-999.6,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 13:00:00,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-999.6,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 14:00:00,967.7,29.3,56.0,3.0,342.0,6.4,346.0,-999.6,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 15:00:00,967.7,29.2,55.0,2.6,353.0,6.5,338.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 16:00:00,967.8,28.6,58.0,2.3,28.0,6.2,4.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 17:00:00,968.2,27.4,62.0,1.6,40.0,5.9,63.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 18:00:00,968.7,25.3,67.0,2.0,47.0,6.2,20.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 19:00:00,969.3,23.8,70.0,2.8,63.0,6.5,71.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 20:00:00,970.2,23.0,73.0,1.9,104.0,6.1,52.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 21:00:00,970.6,22.9,73.0,1.5,148.0,5.6,86.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 22:00:00,971.2,22.4,72.0,2.6,94.0,5.2,103.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-20 23:00:00,971.3,22.4,71.0,1.0,98.0,4.9,61.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 00:00:00,971.3,22.5,60.0,0.9,68.0,3.8,98.0,-999.6,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 01:00:00,971.3,22.6,54.0,1.3,167.0,3.4,111.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 02:00:00,971.0,22.9,42.0,1.1,99.0,3.4,91.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 03:00:00,970.7,21.9,42.0,1.7,113.0,4.6,107.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 04:00:00,970.7,21.0,41.0,1.4,158.0,4.0,103.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 05:00:00,970.7,20.5,46.0,1.3,100.0,3.1,38.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 06:00:00,971.1,20.5,52.0,1.3,131.0,3.8,118.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 07:00:00,971.2,21.3,59.0,1.5,105.0,4.1,97.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 08:00:00,971.9,23.1,48.0,1.1,109.0,4.4,110.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 09:00:00,971.9,25.1,42.0,1.7,67.0,4.4,53.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 10:00:00,971.7,27.7,39.0,1.6,45.0,3.3,44.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 11:00:00,971.5,27.5,48.0,2.3,45.0,5.9,15.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 12:00:00,971.0,28.9,48.0,1.7,36.0,5.9,72.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 13:00:00,970.2,29.4,55.0,2.0,8.0,4.8,5.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 14:00:00,969.9,28.3,63.0,2.7,4.0,6.3,320.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 15:00:00,969.7,28.2,68.0,2.5,357.0,6.2,220.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 16:00:00,969.5,27.9,69.0,2.0,10.0,6.7,20.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 17:00:00,969.5,27.6,70.0,1.8,25.0,5.8,345.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 18:00:00,969.8,26.2,69.0,2.0,40.0,6.0,26.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 19:00:00,970.3,24.9,75.0,0.6,83.0,4.8,65.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 20:00:00,971.0,24.3,78.0,1.0,120.0,2.8,58.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 21:00:00,971.9,23.6,82.0,1.2,92.0,3.5,121.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 22:00:00,972.0,23.4,83.0,1.5,82.0,3.1,99.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-21 23:00:00,971.9,23.3,82.0,1.3,125.0,2.9,103.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 00:00:00,971.9,22.8,85.0,0.1,0.0,2.6,140.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 01:00:00,971.7,22.4,86.0,0.1,0.0,1.6,56.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 02:00:00,971.5,22.6,83.0,1.4,123.0,2.5,120.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 03:00:00,971.3,22.6,84.0,0.6,151.0,2.2,137.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 04:00:00,971.1,22.0,88.0,0.0,0.0,2.1,129.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 05:00:00,971.3,21.9,87.0,0.0,0.0,1.8,125.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 06:00:00,971.7,21.7,87.0,1.1,117.0,2.0,132.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 07:00:00,972.0,23.1,80.0,0.2,0.0,4.2,122.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 08:00:00,972.2,25.4,71.0,0.9,61.0,2.0,66.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 09:00:00,972.2,27.0,66.0,0.9,1.0,3.0,66.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 10:00:00,972.1,27.3,68.0,1.4,345.0,3.2,340.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 11:00:00,971.6,27.9,64.0,1.0,6.0,4.8,315.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 12:00:00,970.7,28.7,58.0,1.1,1.0,4.8,331.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 13:00:00,970.0,29.4,52.0,1.5,2.0,5.4,5.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 14:00:00,969.4,30.1,48.0,1.4,11.0,6.0,12.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 15:00:00,969.1,29.7,54.0,2.1,11.0,6.0,322.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 16:00:00,969.3,28.2,61.0,1.3,35.0,5.1,12.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 17:00:00,969.4,27.5,61.0,2.1,34.0,5.0,62.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 18:00:00,969.9,25.8,64.0,2.0,42.0,5.2,40.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 19:00:00,970.7,24.9,60.0,0.1,0.0,3.5,38.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 20:00:00,971.4,23.9,62.0,0.6,65.0,3.6,86.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 21:00:00,971.6,23.5,62.0,1.5,72.0,4.2,67.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 22:00:00,971.6,23.3,69.0,1.0,98.0,3.4,134.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-22 23:00:00,971.3,22.6,77.0,0.8,120.0,2.1,77.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 00:00:00,970.9,22.2,82.0,0.1,0.0,1.9,142.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 01:00:00,970.7,21.8,85.0,0.9,134.0,1.9,115.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 02:00:00,970.6,22.1,83.0,0.8,153.0,1.5,124.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 03:00:00,970.6,21.1,86.0,0.0,0.0,1.9,111.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 04:00:00,970.9,21.1,84.0,1.0,124.0,2.2,111.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 05:00:00,970.7,21.4,79.0,1.6,126.0,3.5,119.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 06:00:00,970.9,20.5,85.0,0.6,193.0,2.8,125.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 07:00:00,971.4,22.1,76.0,0.1,0.0,1.4,178.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 08:00:00,971.5,24.8,60.0,0.7,42.0,2.0,360.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 09:00:00,971.4,26.7,56.0,0.8,12.0,2.5,7.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 10:00:00,971.2,27.4,46.0,1.5,45.0,4.2,25.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 11:00:00,970.6,28.9,41.0,1.6,21.0,4.7,10.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 12:00:00,969.6,30.3,43.0,1.8,66.0,5.4,77.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 13:00:00,969.1,31.0,45.0,1.2,95.0,6.2,76.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 14:00:00,969.0,29.9,50.0,1.9,358.0,5.0,334.0,-999.6,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 15:00:00,968.7,29.8,50.0,2.4,36.0,5.4,26.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 16:00:00,969.0,29.4,53.0,1.6,11.0,5.9,13.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 17:00:00,969.4,27.3,59.0,2.4,36.0,6.9,6.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 18:00:00,970.0,25.8,64.0,2.3,36.0,6.7,44.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 19:00:00,970.4,24.6,65.0,2.4,48.0,6.1,59.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 20:00:00,971.0,23.6,72.0,3.7,50.0,8.0,66.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 21:00:00,971.6,23.1,73.0,3.1,47.0,8.4,63.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 22:00:00,971.9,22.6,73.0,2.8,54.0,6.7,49.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-23 23:00:00,971.9,22.4,72.0,1.9,112.0,8.1,54.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 00:00:00,971.6,22.1,73.0,1.0,134.0,4.7,108.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 01:00:00,971.3,22.0,72.0,1.0,134.0,3.9,175.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 02:00:00,970.9,22.0,73.0,1.6,139.0,4.0,142.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 03:00:00,970.9,22.0,73.0,1.3,119.0,3.5,155.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 04:00:00,970.4,21.7,76.0,1.1,127.0,3.1,113.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 05:00:00,970.6,21.5,77.0,1.3,114.0,4.4,74.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 06:00:00,970.9,21.4,79.0,2.2,95.0,4.5,83.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 07:00:00,971.3,22.4,74.0,1.0,76.0,5.7,86.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 08:00:00,971.5,23.7,73.0,2.3,54.0,5.4,32.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 09:00:00,971.5,25.8,66.0,0.9,45.0,5.7,34.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 10:00:00,-99.8,-99.8,-99.8,-99.8,-99.8,5.3,317.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 11:00:00,970.9,27.4,66.0,1.7,347.0,5.7,43.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 12:00:00,970.3,27.6,67.0,3.0,10.0,6.7,12.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 13:00:00,970.0,27.1,70.0,3.1,22.0,6.5,25.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 14:00:00,969.7,26.0,75.0,2.2,32.0,6.6,13.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 15:00:00,969.4,25.8,75.0,2.7,23.0,6.1,20.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 16:00:00,969.4,24.9,80.0,2.2,32.0,5.6,56.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 17:00:00,969.4,24.5,81.0,2.1,40.0,5.6,36.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 18:00:00,969.4,23.9,83.0,1.7,86.0,4.8,58.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 19:00:00,-99.8,-99.8,-99.8,-99.8,-99.8,4.0,49.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 20:00:00,970.2,22.9,88.0,0.4,112.0,4.2,93.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 21:00:00,970.7,22.8,88.0,1.4,92.0,3.1,102.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 22:00:00,970.9,22.6,88.0,1.2,93.0,3.5,110.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-24 23:00:00,970.9,22.5,89.0,0.6,83.0,2.7,109.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 00:00:00,970.8,22.5,88.0,0.7,98.0,2.2,66.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 01:00:00,970.5,22.1,90.0,1.4,84.0,2.7,78.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 02:00:00,970.3,22.1,90.0,0.8,109.0,2.9,114.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 03:00:00,969.8,22.3,88.0,0.6,62.0,3.0,124.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 04:00:00,969.8,22.3,89.0,1.9,85.0,4.5,102.0,-999.6,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 05:00:00,970.1,22.1,91.0,2.3,101.0,4.2,116.0,-999.6,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 06:00:00,970.4,22.2,89.0,0.5,79.0,3.0,132.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 07:00:00,971.0,23.3,85.0,0.8,123.0,3.2,123.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 08:00:00,971.3,25.0,80.0,0.9,34.0,4.1,2.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 09:00:00,971.5,26.7,75.0,1.5,28.0,4.1,37.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 10:00:00,971.6,28.0,68.0,1.3,64.0,4.7,44.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 11:00:00,971.2,28.2,70.0,1.2,354.0,3.6,266.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 12:00:00,970.7,29.0,66.0,1.0,6.0,6.9,19.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 13:00:00,969.8,28.4,71.0,2.8,28.0,5.9,33.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 14:00:00,969.2,28.4,73.0,2.0,41.0,7.8,39.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 15:00:00,-99.8,-99.8,-99.8,-99.8,-99.8,7.0,65.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 16:00:00,969.0,27.0,79.0,2.2,26.0,7.5,7.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 17:00:00,969.3,25.8,84.0,2.1,52.0,6.7,38.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 18:00:00,969.2,24.7,90.0,1.6,71.0,6.3,57.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 19:00:00,969.6,24.5,91.0,2.2,67.0,4.9,69.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 20:00:00,969.9,24.6,91.0,0.9,125.0,4.1,71.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 21:00:00,970.3,24.3,92.0,1.6,103.0,3.3,124.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 22:00:00,970.1,24.1,93.0,1.5,100.0,4.0,97.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-25 23:00:00,970.3,23.9,94.0,0.7,127.0,3.1,100.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 00:00:00,969.7,23.4,95.0,1.0,50.0,1.8,97.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 01:00:00,969.4,23.3,94.0,0.2,0.0,2.2,114.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 02:00:00,969.3,23.3,93.0,0.6,77.0,1.5,305.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 03:00:00,969.1,23.2,93.0,0.7,118.0,1.9,226.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 04:00:00,969.1,23.1,92.0,0.2,0.0,2.8,76.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 05:00:00,969.2,23.3,91.0,0.0,0.0,1.3,315.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 06:00:00,969.9,23.5,89.0,0.5,96.0,2.2,139.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 07:00:00,969.9,24.6,84.0,0.7,154.0,2.2,134.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 08:00:00,970.0,26.5,76.0,0.7,294.0,2.0,174.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 09:00:00,970.7,27.8,74.0,1.3,278.0,3.2,308.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 10:00:00,971.0,27.6,78.0,2.0,284.0,4.5,304.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 11:00:00,970.6,28.2,77.0,1.0,286.0,4.2,287.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 12:00:00,969.8,28.8,71.0,1.4,215.0,2.9,227.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 13:00:00,968.9,28.8,75.0,2.2,284.0,4.2,291.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 14:00:00,968.4,29.1,74.0,1.0,26.0,4.8,262.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 15:00:00,968.1,28.9,77.0,1.3,307.0,3.3,302.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 16:00:00,967.9,29.5,73.0,2.1,283.0,4.1,295.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 17:00:00,967.9,29.0,76.0,1.9,287.0,4.1,268.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 18:00:00,968.3,28.3,79.0,1.0,270.0,3.0,290.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 19:00:00,968.8,28.4,79.0,0.6,166.0,1.2,303.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 20:00:00,969.2,27.4,86.0,0.8,151.0,2.1,119.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 21:00:00,969.5,26.7,89.0,0.0,0.0,2.5,129.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 22:00:00,969.8,26.1,91.0,1.2,170.0,2.2,201.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-26 23:00:00,970.0,25.8,91.0,1.1,155.0,2.4,158.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-27 00:00:00,969.8,25.4,91.0,0.1,0.0,1.7,150.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
2022-09-27 01:00:00,969.7,25.0,90.0,0.7,69.0,1.9,193.0,0.0,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8,-99.8
