日期,價格(元/公斤),上價_lag1,上價_lag7,上價_lag14,中價_lag1,中價_lag7,中價_lag14,下價_lag1,下價_lag7,下價_lag14,價格區間_lag1,價格區間_lag7,價格區間_lag14,交易量(公斤)_lag1,交易量(公斤)_lag7,交易量(公斤)_lag14,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14
111/11/23,29.165000000000003,45.4,43.975,47.1,29.766666666666666,27.916666666666668,28.272727272727277,18.566666666666663,18.175,17.69090909090909,26.83333333333333,25.8,29.40909090909091,43204.93333333333,25182.45833333333,18726.26363636364,29.852500000000003,28.469166666666663,29.029090909090908
111/11/24,29.104166666666668,45.00833333333333,42.85,46.48333333333333,29.09166666666667,25.65,26.7,17.708333333333332,15.216666666666669,17.041666666666668,27.3,27.633333333333333,29.44166666666666,37915.025,10475.85,17893.649999999998,29.165000000000003,24.735,27.61
111/11/25,27.654545454545453,43.85833333333333,45.25,48.09166666666667,29.15,28.46666666666667,28.65,17.441666666666666,16.599999999999998,17.816666666666666,26.41666666666666,28.65,30.275,28972.341666666664,34771.316666666666,22871.6,29.104166666666668,28.871666666666663,29.365
111/11/26,28.44545454545454,44.22727272727273,94.20833333333331,47.25833333333333,27.19090909090909,27.59166666666667,29.28333333333333,17.063636363636363,15.808333333333332,18.125,27.163636363636364,78.39999999999999,29.133333333333333,20776.754545454543,29908.691666666666,26665.6,27.654545454545453,28.159166666666668,29.63
111/11/27,29.454545454545453,46.44545454545455,44.85454545454545,43.10909090909091,27.85454545454545,28.9,28.463636363636365,17.163636363636364,16.963636363636365,17.3,29.28181818181818,27.890909090909087,25.80909090909091,21378.772727272728,29339.79090909091,23377.14545454545,28.44545454545454,29.063636363636363,28.245454545454542
111/11/28,26.01,46.49090909090909,46.3,47.5,29.018181818181816,28.1,27.35,16.918181818181818,13.2,16.5,29.572727272727278,33.099999999999994,31.0,17458.427272727273,5400.1,6739.3,29.454545454545453,27.985,27.53
111/11/29,29.02,45.5,45.4,44.36666666666667,26.7,29.766666666666666,28.008333333333336,11.55,18.566666666666663,17.508333333333333,33.95,26.83333333333333,26.85833333333333,8741.7,43204.93333333333,33529.675,26.01,29.852500000000003,28.375833333333333
111/11/30,29.35,44.208333333333336,45.00833333333333,43.975,28.58333333333333,29.09166666666667,27.916666666666668,17.216666666666665,17.708333333333332,18.175,26.99166666666667,27.3,25.8,35518.075000000004,37915.025,25182.45833333333,29.02,29.165000000000003,28.469166666666663
111/12/01,28.58833333333333,44.46666666666667,43.85833333333333,42.85,28.8,29.15,25.65,17.383333333333333,17.441666666666666,15.216666666666669,27.083333333333336,26.41666666666666,27.633333333333333,27062.658333333336,28972.341666666664,10475.85,29.35,29.104166666666668,24.735
111/12/02,28.425,44.34166666666667,44.22727272727273,45.25,28.025,27.19090909090909,28.46666666666667,16.866666666666667,17.063636363636363,16.599999999999998,27.475,27.163636363636364,28.65,26840.45,20776.754545454543,34771.316666666666,28.58833333333333,27.654545454545453,28.871666666666663
111/12/03,28.66,236.85,46.44545454545455,94.20833333333331,28.03333333333333,27.85454545454545,27.59166666666667,17.483333333333334,17.163636363636364,15.808333333333332,219.36666666666667,29.28181818181818,78.39999999999999,24571.291666666668,21378.772727272728,29908.691666666666,28.425,28.44545454545454,28.159166666666668
111/12/04,29.20909090909091,45.475,46.49090909090909,44.85454545454545,28.10833333333333,29.018181818181816,28.9,17.625,16.918181818181818,16.963636363636365,27.85,29.572727272727278,27.890909090909087,26977.5,17458.427272727273,29339.79090909091,28.66,29.454545454545453,29.063636363636363
111/12/05,31.915,45.94545454545455,45.5,46.3,28.772727272727277,26.7,28.1,16.754545454545454,11.55,13.2,29.19090909090909,33.95,33.099999999999994,28436.945454545457,8741.7,5400.1,29.20909090909091,26.01,27.985
111/12/06,30.52833333333333,51.45,44.208333333333336,45.4,32.05,28.58333333333333,29.766666666666666,17.2,17.216666666666665,18.566666666666663,34.25,26.99166666666667,26.83333333333333,3364.0,35518.075000000004,43204.93333333333,31.915,29.02,29.852500000000003
111/12/07,30.668333333333333,49.03333333333333,44.46666666666667,45.00833333333333,30.166666666666668,28.8,29.09166666666667,18.10833333333333,17.383333333333333,17.708333333333332,30.925,27.083333333333336,27.3,40419.93333333333,27062.658333333336,37915.025,30.52833333333333,29.35,29.165000000000003
111/12/08,30.42083333333333,49.325,44.34166666666667,43.85833333333333,30.0,28.025,29.15,17.525000000000002,16.866666666666667,17.441666666666666,31.799999999999997,27.475,26.41666666666666,35082.6,26840.45,28972.341666666664,30.668333333333333,28.58833333333333,29.104166666666668
111/12/09,29.895454545454548,47.01666666666667,236.85,44.22727272727273,29.61666666666667,28.03333333333333,27.19090909090909,16.675,17.483333333333334,17.063636363636363,30.341666666666672,219.36666666666667,27.163636363636364,30137.74166666667,24571.291666666668,20776.754545454543,30.42083333333333,28.425,27.654545454545453
111/12/10,28.036363636363635,45.4,45.475,46.44545454545455,29.40909090909091,28.10833333333333,27.85454545454545,18.30909090909091,17.625,17.163636363636364,27.09090909090909,27.85,29.28181818181818,26154.20909090909,26977.5,21378.772727272728,29.895454545454548,28.66,28.44545454545454
111/12/11,28.4,45.93636363636364,45.94545454545455,46.49090909090909,27.481818181818184,28.772727272727277,29.018181818181816,17.5,16.754545454545454,16.918181818181818,28.43636363636364,29.19090909090909,29.572727272727278,25065.727272727272,28436.945454545457,17458.427272727273,28.036363636363635,29.20909090909091,29.454545454545453
111/12/12,35.21,45.2,51.45,45.5,28.49090909090909,32.05,26.7,17.072727272727274,17.2,11.55,28.12727272727272,34.25,33.95,21706.890909090907,3364.0,8741.7,28.4,31.915,26.01
111/12/13,28.756666666666664,55.5,49.03333333333333,44.208333333333336,35.6,30.166666666666668,28.58333333333333,16.75,18.10833333333333,17.216666666666665,38.75,30.925,26.99166666666667,11799.1,40419.93333333333,35518.075000000004,35.21,30.52833333333333,29.02
111/12/14,28.96166666666667,45.93333333333334,49.325,44.46666666666667,27.775,30.0,28.8,15.55,17.525000000000002,17.383333333333333,30.38333333333334,31.799999999999997,27.083333333333336,31008.65,35082.6,27062.658333333336,28.756666666666664,30.668333333333333,29.35
111/12/15,25.540000000000003,46.05,47.01666666666667,44.34166666666667,28.441666666666663,29.61666666666667,28.025,16.308333333333334,16.675,16.866666666666667,29.74166666666667,30.341666666666672,27.475,24624.74166666667,30137.74166666667,26840.45,28.96166666666667,30.42083333333333,28.58833333333333
111/12/16,27.995833333333334,44.56666666666666,45.4,236.85,25.85,29.40909090909091,28.03333333333333,16.966666666666665,18.30909090909091,17.483333333333334,27.6,27.09090909090909,219.36666666666667,8482.65,26154.20909090909,24571.291666666668,25.540000000000003,29.895454545454548,28.425
111/12/17,29.820000000000004,45.69166666666666,45.93636363636364,45.475,27.766666666666666,27.481818181818184,28.10833333333333,15.883333333333333,17.5,17.625,29.80833333333333,28.43636363636364,27.85,28310.375,25065.727272727272,26977.5,27.995833333333334,28.036363636363635,28.66
111/12/18,31.318181818181817,46.55,45.2,45.94545454545455,29.441666666666663,28.49090909090909,28.772727272727277,17.5,17.072727272727274,16.754545454545454,29.050000000000004,28.12727272727272,29.19090909090909,20428.091666666667,21706.890909090907,28436.945454545457,29.820000000000004,28.4,29.20909090909091
111/12/19,30.0,46.4,55.5,51.45,30.845454545454547,35.6,32.05,18.181818181818183,16.75,17.2,28.21818181818181,38.75,34.25,13690.109090909093,11799.1,3364.0,31.318181818181817,35.21,31.915
111/12/20,31.085833333333337,55.0,45.93333333333334,49.03333333333333,30.0,27.775,30.166666666666668,16.0,15.55,18.10833333333333,39.0,30.38333333333334,30.925,3500.0,31008.65,40419.93333333333,30.0,28.756666666666664,30.52833333333333
111/12/21,32.205,50.43333333333334,46.05,49.325,30.28333333333333,28.441666666666663,30.0,17.483333333333334,16.308333333333334,17.525000000000002,32.95,29.74166666666667,31.799999999999997,25757.15,24624.74166666667,35082.6,31.085833333333337,28.96166666666667,30.668333333333333
111/12/22,32.9,51.00833333333333,44.56666666666666,47.01666666666667,31.35833333333333,25.85,29.61666666666667,18.83333333333333,16.966666666666665,16.675,32.175,27.6,30.341666666666672,22740.166666666668,8482.65,30137.74166666667,32.205,25.540000000000003,30.42083333333333
111/12/23,34.34916666666667,50.68333333333334,45.69166666666666,45.4,32.45,27.766666666666666,29.40909090909091,19.183333333333334,15.883333333333333,18.30909090909091,31.500000000000004,29.80833333333333,27.09090909090909,22037.841666666664,28310.375,26154.20909090909,32.9,27.995833333333334,29.895454545454548
111/12/24,33.11727272727273,51.99166666666667,46.55,45.93636363636364,34.125,29.441666666666663,27.481818181818184,19.20833333333333,17.5,17.5,32.78333333333333,29.050000000000004,28.43636363636364,17904.183333333334,20428.091666666667,25065.727272727272,34.34916666666667,29.820000000000004,28.036363636363635
111/12/25,33.163636363636364,51.554545454545455,46.4,45.2,32.845454545454544,30.845454545454547,28.49090909090909,20.345454545454547,18.181818181818183,17.072727272727274,31.209090909090907,28.21818181818181,28.12727272727272,17644.763636363637,13690.109090909093,21706.890909090907,33.11727272727273,31.318181818181817,28.4
111/12/26,39.085,50.51818181818182,55.0,55.5,33.71818181818182,30.0,35.6,18.9,16.0,16.75,31.61818181818182,39.0,38.75,14646.327272727272,3500.0,11799.1,33.163636363636364,30.0,35.21
111/12/27,32.965,55.8,50.43333333333334,45.93333333333334,38.2,30.28333333333333,27.775,22.1,17.483333333333334,15.55,33.7,32.95,30.38333333333334,2446.2,25757.15,31008.65,39.085,31.085833333333337,28.756666666666664
111/12/28,33.69833333333333,50.36666666666667,51.00833333333333,46.05,32.791666666666664,31.35833333333333,28.441666666666663,19.591666666666665,18.83333333333333,16.308333333333334,30.775,32.175,29.74166666666667,21209.733333333334,22740.166666666668,24624.74166666667,32.965,32.205,28.96166666666667
111/12/29,34.87833333333334,51.85,50.68333333333334,44.56666666666666,33.641666666666666,32.45,25.85,19.65833333333333,19.183333333333334,16.966666666666665,32.19166666666666,31.500000000000004,27.6,13293.383333333331,22037.841666666664,8482.65,33.69833333333333,32.9,25.540000000000003
111/12/30,33.565,51.00833333333333,51.99166666666667,45.69166666666666,34.583333333333336,34.125,27.766666666666666,20.433333333333334,19.20833333333333,15.883333333333333,30.575,32.78333333333333,29.80833333333333,12704.366666666669,17904.183333333334,28310.375,34.87833333333334,34.34916666666667,27.995833333333334
111/12/31,31.527272727272727,50.53333333333333,51.554545454545455,46.55,33.18333333333333,32.845454545454544,29.441666666666663,20.375,20.345454545454547,17.5,30.15833333333333,31.209090909090907,29.050000000000004,13143.375,17644.763636363637,20428.091666666667,33.565,33.11727272727273,29.820000000000004
112/01/01,30.00909090909091,48.49090909090909,50.51818181818182,46.4,31.43636363636364,33.71818181818182,30.845454545454547,18.327272727272728,18.9,18.181818181818183,30.163636363636364,31.61818181818182,28.21818181818181,13732.727272727272,14646.327272727272,13690.109090909093,31.527272727272727,33.163636363636364,31.318181818181817
112/01/02,37.39,48.75454545454545,55.8,55.0,29.7,38.2,30.0,18.70909090909091,22.1,16.0,30.04545454545454,33.7,39.0,13661.181818181818,2446.2,3500.0,30.00909090909091,39.085,30.0
112/01/03,32.884166666666665,56.55,50.36666666666667,50.43333333333334,37.45,32.791666666666664,30.28333333333333,24.65,19.591666666666665,17.483333333333334,31.9,30.775,32.95,1796.6,21209.733333333334,25757.15,37.39,32.965,31.085833333333337
112/01/04,33.049166666666665,48.45,51.85,51.00833333333333,33.00833333333333,33.641666666666666,31.35833333333333,20.65833333333333,19.65833333333333,18.83333333333333,27.79166666666666,32.19166666666666,32.175,31100.68333333333,13293.383333333331,22740.166666666668,32.884166666666665,33.69833333333333,32.205
112/01/05,32.8875,48.64166666666667,51.00833333333333,50.68333333333334,32.641666666666666,34.583333333333336,32.45,20.70833333333333,20.433333333333334,19.183333333333334,27.93333333333334,30.575,31.500000000000004,13913.933333333334,12704.366666666669,22037.841666666664,33.049166666666665,34.87833333333334,32.9
112/01/06,31.995833333333334,47.9,50.53333333333333,51.99166666666667,32.708333333333336,33.18333333333333,34.125,22.133333333333336,20.375,19.20833333333333,25.766666666666666,30.15833333333333,32.78333333333333,18513.466666666667,13143.375,17904.183333333334,32.8875,33.565,34.34916666666667
112/01/07,30.372727272727275,47.76666666666667,48.49090909090909,51.554545454545455,31.975,31.43636363636364,32.845454545454544,21.091666666666665,18.327272727272728,20.345454545454547,26.675000000000008,30.163636363636364,31.209090909090907,17614.850000000002,13732.727272727272,17644.763636363637,31.995833333333334,31.527272727272727,33.11727272727273
112/01/08,31.76363636363636,46.60909090909092,48.75454545454545,50.51818181818182,30.43636363636364,29.7,33.71818181818182,19.71818181818182,18.70909090909091,18.9,26.890909090909098,30.04545454545454,31.61818181818182,13565.890909090907,13661.181818181818,14646.327272727272,30.372727272727275,30.00909090909091,33.163636363636364
112/01/09,38.64,49.1,56.55,55.8,32.22727272727273,37.45,38.2,19.545454545454547,24.65,22.1,29.55454545454545,31.9,33.7,7690.436363636364,1796.6,2446.2,31.76363636363636,37.39,39.085
112/01/10,32.38636363636363,61.5,48.45,50.36666666666667,39.1,33.00833333333333,32.791666666666664,24.65,20.65833333333333,19.591666666666665,36.85,27.79166666666666,30.775,7593.9,31100.68333333333,21209.733333333334,38.64,32.884166666666665,32.965
112/01/11,29.953636363636363,50.054545454545455,48.64166666666667,51.85,32.14545454545455,32.641666666666666,33.641666666666666,20.4,20.70833333333333,19.65833333333333,29.654545454545453,27.93333333333334,32.19166666666666,14999.29090909091,13913.933333333334,13293.383333333331,32.38636363636363,33.049166666666665,33.69833333333333
112/01/12,34.28818181818182,49.56363636363637,47.9,51.00833333333333,29.572727272727278,32.708333333333336,34.583333333333336,18.772727272727277,22.133333333333336,20.433333333333334,30.790909090909096,25.766666666666666,30.575,8353.354545454546,18513.466666666667,12704.366666666669,29.953636363636363,32.8875,34.87833333333334
112/01/13,30.744444444444444,50.35454545454545,47.76666666666667,50.53333333333333,34.88181818181818,31.975,33.18333333333333,22.654545454545453,21.091666666666665,20.375,27.7,26.675000000000008,30.15833333333333,7852.9,17614.850000000002,13143.375,34.28818181818182,31.995833333333334,33.565
112/01/14,31.71818181818181,51.18888888888889,46.60909090909092,48.49090909090909,30.05555555555556,30.43636363636364,31.43636363636364,16.38888888888889,19.71818181818182,18.327272727272728,34.8,26.890909090909098,30.163636363636364,8008.666666666667,13565.890909090907,13732.727272727272,30.744444444444444,30.372727272727275,31.527272727272727
112/01/15,27.99,46.28181818181818,49.1,48.75454545454545,32.21818181818182,32.22727272727273,29.7,22.145454545454545,19.545454545454547,18.70909090909091,24.13636363636364,29.55454545454545,30.04545454545454,6980.118181818182,7690.436363636364,13661.181818181818,31.71818181818181,31.76363636363636,30.00909090909091
112/01/16,26.04,46.04,61.5,56.55,27.92,39.1,37.45,18.8,24.65,24.65,27.24,36.85,31.9,5373.219999999999,7593.9,1796.6,27.99,38.64,37.39
112/01/17,30.50454545454545,51.65,50.054545454545455,48.45,25.7,32.14545454545455,33.00833333333333,16.1,20.4,20.65833333333333,35.55,29.654545454545453,27.79166666666666,2819.0,14999.29090909091,31100.68333333333,26.04,32.38636363636363,32.884166666666665
112/01/18,33.301818181818184,49.17272727272727,49.56363636363637,48.64166666666667,30.60909090909091,29.572727272727278,32.641666666666666,18.527272727272727,18.772727272727277,20.70833333333333,30.645454545454545,30.790909090909096,27.93333333333334,7413.881818181818,8353.354545454546,13913.933333333334,30.50454545454545,29.953636363636363,33.049166666666665
112/01/19,30.782,49.4,50.35454545454545,47.9,34.03636363636363,34.88181818181818,32.708333333333336,19.272727272727277,22.654545454545453,22.133333333333336,30.127272727272725,27.7,25.766666666666666,5634.818181818182,7852.9,18513.466666666667,33.301818181818184,34.28818181818182,32.8875
112/01/20,33.06090909090909,48.04,51.18888888888889,47.76666666666667,30.09,30.05555555555556,31.975,18.74,16.38888888888889,21.091666666666665,29.3,34.8,26.675000000000008,5748.87,8008.666666666667,17614.850000000002,30.782,30.744444444444444,31.995833333333334
112/01/21,40.98888888888889,50.33636363636364,46.28181818181818,46.60909090909092,32.77272727272727,32.21818181818182,30.43636363636364,21.772727272727277,22.145454545454545,19.71818181818182,28.56363636363637,24.13636363636364,26.890909090909098,4898.809090909091,6980.118181818182,13565.890909090907,33.06090909090909,31.71818181818181,30.372727272727275
112/01/27,39.4,53.65555555555555,46.04,49.1,41.75555555555556,27.92,32.22727272727273,29.166666666666668,18.8,19.545454545454547,24.488888888888884,27.24,29.55454545454545,2665.0,5373.219999999999,7690.436363636364,40.98888888888889,27.99,31.76363636363636
112/01/28,33.325,54.375,51.65,61.5,39.0,25.7,39.1,28.05,16.1,24.65,26.325,35.55,36.85,2875.475,2819.0,7593.9,39.4,26.04,38.64
112/01/29,34.266666666666666,49.5375,49.17272727272727,50.054545454545455,33.55,30.60909090909091,32.14545454545455,21.675,18.527272727272727,20.4,27.8625,30.645454545454545,29.654545454545453,3027.375,7413.881818181818,14999.29090909091,33.325,30.50454545454545,32.38636363636363
112/01/30,40.0,51.71111111111111,49.4,49.56363636363637,34.47777777777778,34.03636363636363,29.572727272727278,21.62222222222222,19.272727272727277,18.772727272727277,30.08888888888889,30.127272727272725,30.790909090909096,2548.555555555556,5634.818181818182,8353.354545454546,34.266666666666666,33.301818181818184,29.953636363636363
112/01/31,36.375,65.0,48.04,50.35454545454545,40.0,30.09,34.88181818181818,18.0,18.74,22.654545454545453,47.0,29.3,27.7,2000.0,5748.87,7852.9,40.0,30.782,34.28818181818182
