日期,氣溫(℃),最高氣溫(℃),最低氣溫(℃),降水量(mm),降水時數(hour),日照時數(hour),相對溼度(%),最大陣風(m/s)
110/10/13,26.2,28.5,24.8,62.5,12.6,0.0,96.0,13.9
110/10/14,25.5,27.6,23.9,15.0,11.8,0.1,97.0,12.6
110/10/15,26.4,29.9,23.6,1.5,1.3,7.1,88.0,9.6
110/10/16,25.8,30.3,22.5,28.0,2.9,7.2,89.0,11.4
110/10/17,20.8,22.5,19.5,41.0,16.3,0.0,95.0,6.4
110/10/18,21.7,25.2,19.1,1.0,0.8,0.2,85.0,7.0
110/10/19,22.8,26.3,21.8,,2.0,0.3,86.0,4.4
110/10/20,23.3,26.4,21.7,,1.2,1.1,90.0,5.9
110/10/21,23.6,27.5,20.9,,0.2,2.5,84.0,9.7
110/10/22,20.2,21.1,19.0,15.5,19.2,0.0,96.0,5.7
110/10/23,19.3,20.8,18.5,30.5,13.7,0.0,98.0,4.2
110/10/24,20.5,21.7,19.2,11.0,16.2,0.0,98.0,3.8
110/10/25,21.0,22.5,19.9,12.0,15.4,0.0,97.0,6.1
110/10/26,21.5,23.5,19.6,3.5,7.4,0.0,96.0,6.8
110/10/27,21.5,24.0,20.6,2.5,7.9,0.0,94.0,7.0
110/10/28,21.6,24.4,19.8,0.0,0.0,0.0,83.0,6.7
110/10/29,20.8,23.5,18.8,0.5,1.7,0.1,85.0,5.6
110/10/30,22.3,26.0,20.3,,0.3,0.5,82.0,6.9
110/10/31,22.4,26.0,20.9,2.0,3.4,1.3,89.0,6.2
110/11/01,21.6,24.2,20.7,1.5,2.0,0.0,93.0,6.7
110/11/02,21.3,23.2,19.8,2.5,3.8,0.0,92.0,8.5
110/11/03,20.9,21.9,20.3,11.5,11.3,0.0,98.0,7.2
110/11/04,21.2,22.6,20.3,9.0,13.9,0.0,99.0,3.4
110/11/05,23.8,28.4,20.1,0.0,0.0,7.5,91.0,5.7
110/11/06,24.9,29.4,20.8,0.0,0.0,7.9,86.0,7.0
110/11/07,24.7,28.7,21.1,0.0,0.0,6.2,81.0,6.1
110/11/08,19.7,23.3,16.5,17.0,5.8,0.0,85.0,10.2
110/11/09,17.1,18.8,16.1,0.0,0.0,0.0,72.0,6.9
110/11/10,17.3,21.8,14.2,,1.4,2.1,73.0,6.7
110/11/11,19.4,23.6,14.7,0.0,0.0,7.0,69.0,6.1
110/11/12,17.4,18.8,16.7,10.5,11.5,0.0,93.0,5.1
110/11/13,17.4,18.3,16.6,24.5,13.6,0.0,99.0,4.6
110/11/14,18.4,19.6,17.3,,0.5,0.0,89.0,5.9
110/11/15,19.9,21.9,18.6,,0.3,0.0,85.0,4.9
110/11/16,22.0,26.3,19.5,0.5,2.5,2.2,85.0,5.2
110/11/17,21.2,24.2,19.9,1.0,4.2,0.0,95.0,3.8
110/11/18,22.3,26.8,19.0,,0.7,5.7,83.0,11.4
110/11/19,22.7,26.2,19.2,1.5,1.4,1.1,85.0,9.3
110/11/20,20.8,21.3,20.1,69.5,16.7,0.0,99.0,6.3
110/11/21,22.9,28.0,18.8,0.5,0.6,7.5,86.0,5.0
110/11/22,19.3,22.1,16.4,,1.1,0.0,83.0,9.5
110/11/23,15.9,17.4,14.8,0.5,2.6,0.0,88.0,4.9
110/11/24,16.4,17.6,15.3,1.0,5.2,0.0,90.0,6.2
110/11/25,19.7,22.7,17.1,5.0,4.3,0.0,95.0,6.1
110/11/26,19.3,20.9,17.1,65.0,17.0,0.0,99.0,9.8
110/11/27,17.9,19.6,16.7,30.5,14.9,0.0,97.0,7.8
110/11/28,19.6,23.1,17.9,16.5,12.5,0.0,96.0,6.4
110/11/29,21.0,24.1,19.4,3.5,5.8,0.0,95.0,5.7
110/11/30,20.8,25.3,16.9,,1.3,3.4,80.0,11.4
110/12/01,15.6,17.4,14.2,,0.3,0.0,64.0,10.4
110/12/02,16.3,20.0,13.8,0.0,0.0,2.2,74.0,5.8
110/12/03,15.1,20.1,11.5,0.0,0.0,4.2,66.0,10.3
110/12/04,16.4,21.2,11.6,,0.3,4.5,67.0,7.9
110/12/05,17.9,22.2,15.1,3.5,3.1,2.9,88.0,8.3
110/12/06,18.4,20.3,17.0,17.5,5.9,0.1,95.0,6.7
110/12/07,18.0,19.8,16.9,11.0,4.4,0.0,89.0,6.6
110/12/08,18.6,22.3,16.5,1.0,2.4,1.5,79.0,5.8
110/12/09,19.1,21.6,17.2,2.0,3.6,0.1,92.0,5.3
110/12/10,19.3,20.8,17.6,2.5,4.1,0.3,95.0,5.0
110/12/11,20.8,25.4,16.7,0.0,0.0,4.9,84.0,5.0
110/12/12,19.9,25.2,17.2,4.5,5.9,4.4,89.0,8.4
110/12/13,17.0,18.4,16.4,37.5,18.9,0.0,98.0,6.4
110/12/14,19.1,21.8,16.5,6.0,5.3,0.6,93.0,4.2
110/12/15,20.9,24.5,18.2,0.5,1.8,4.0,91.0,8.8
110/12/16,21.8,26.6,17.6,0.0,0.0,9.7,86.0,6.5
110/12/17,17.5,20.0,14.1,7.5,11.5,0.0,93.0,6.9
110/12/18,14.5,15.8,13.1,,1.4,0.0,79.0,7.5
110/12/19,16.1,18.5,14.1,0.0,0.0,0.0,75.0,6.1
110/12/20,17.4,19.8,15.0,0.5,2.2,0.0,87.0,3.9
110/12/21,19.7,23.6,16.8,1.0,5.9,1.0,91.0,7.3
110/12/22,20.0,21.7,18.5,,0.1,0.0,77.0,10.3
110/12/23,20.4,24.5,18.0,,2.6,1.0,89.0,4.6
110/12/24,21.2,24.8,18.9,,0.2,2.8,79.0,12.7
110/12/25,16.3,19.4,14.2,9.0,13.9,0.0,91.0,9.7
110/12/26,14.1,16.4,12.9,3.0,8.9,0.0,93.0,11.4
110/12/27,13.2,14.1,12.2,6.5,15.2,0.0,95.0,5.9
110/12/28,16.2,20.8,13.2,1.5,2.4,2.2,93.0,4.8
110/12/29,18.3,23.8,13.8,0.0,0.0,7.7,81.0,7.0
110/12/30,15.7,17.7,14.4,0.0,0.0,0.0,78.0,7.9
110/12/31,15.1,16.6,14.2,0.5,2.7,0.0,83.0,6.7
111/01/01,17.3,21.0,14.2,0.09,0.8,2.0,86.0,5.2
111/01/02,16.5,19.5,13.5,0.09,1.1,0.9,85.0,5.7
111/01/03,18.4,22.2,16.2,0.09,0.1,2.7,83.0,7.9
111/01/04,17.9,19.5,16.5,7.5,12.7,0.0,97.0,5.9
111/01/05,19.6,23.9,16.0,0.09,0.1,2.6,89.0,4.8
111/01/06,16.9,20.3,14.7,3.5,6.5,0.0,88.0,9.2
111/01/07,15.3,16.7,14.4,6.5,8.3,0.0,93.0,5.7
111/01/08,15.6,17.0,14.4,2.0,5.2,0.0,91.0,6.5
111/01/09,17.2,19.4,15.0,0.0,0.0,0.1,87.0,3.9
111/01/10,17.4,19.7,16.0,3.0,4.4,0.2,94.0,4.8
111/01/11,14.1,17.5,12.1,0.09,0.1,0.0,79.0,12.5
111/01/12,13.2,14.5,11.8,0.0,0.0,0.0,81.0,6.2
111/01/13,14.8,18.0,13.2,0.0,0.0,1.0,72.0,12.1
111/01/14,14.1,15.7,12.1,0.0,0.0,0.0,74.0,5.8
111/01/15,17.1,21.6,13.3,0.0,0.0,5.6,83.0,5.7
111/01/16,18.9,23.8,15.1,0.09,1.3,6.1,84.0,9.8
111/01/17,17.6,19.4,16.2,12.0,12.2,0.0,96.0,7.6
111/01/18,16.0,17.3,15.0,33.5,21.7,0.0,98.0,8.8
111/01/19,16.1,17.2,15.4,26.0,22.0,0.0,99.0,5.4
111/01/20,15.9,16.5,15.5,39.0,21.3,0.0,99.0,9.5
111/01/21,16.4,17.0,15.6,69.0,21.6,0.0,100.0,4.4
111/01/22,18.6,20.4,16.8,115.0,18.8,0.0,99.0,13.2
111/01/23,21.2,25.3,17.3,0.09,0.1,3.1,90.0,6.0
111/01/24,19.2,21.3,16.9,1.0,5.6,0.0,89.0,8.2
111/01/25,17.8,19.4,16.6,5.5,6.9,0.0,96.0,4.8
111/01/26,20.1,23.8,18.0,3.5,3.1,4.1,93.0,5.7
111/01/27,20.8,25.2,16.5,0.09,1.4,7.6,89.0,6.0
111/01/28,18.5,20.8,17.6,14.0,18.8,0.0,99.0,10.5
111/01/29,17.4,18.6,16.4,11.0,11.7,0.0,96.0,5.3
111/01/30,15.3,17.3,13.4,0.5,1.0,0.0,84.0,12.2
111/01/31,14.5,16.7,13.2,0.09,5.3,0.0,83.0,5.9
